[01:32:09	]Tuki has connected.
[03:46:04	]Tukiiiiii has spawned a bullets_pistol.
[03:46:05	]Tukiiiiii has spawned a bullets_pistol.
[03:46:06	]Tukiiiiii has spawned a bullets_pistol.
[03:46:07	]Tukiiiiii has spawned a bullets_pistol.
[03:46:07	]Tukiiiiii has spawned a bullets_pistol.
[03:46:08	]Tukiiiiii has spawned a bullets_pistol.
[03:46:09	]Tukiiiiii has spawned a bullets_pistol.
[03:46:10	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056207)
[03:46:10	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056207.
[03:46:11	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056203)
[03:46:11	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056203.
[03:46:12	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056206)
[03:46:12	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056206.
[03:46:13	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056204)
[03:46:13	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056204.
[03:46:14	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056210)
[03:46:14	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056210.
[03:46:15	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056209)
[03:46:15	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056209.
[03:46:16	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056208)
[03:46:16	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056208.
[03:46:17	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056205)
[03:46:17	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056205.
[03:46:20	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056185)
[03:46:21	]Kranky entered observer.
[03:46:22	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056186)
[03:46:23	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056186)
[03:46:25	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056180)
[03:46:27	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056182)
[03:46:29	]Tukiiiiii ran 'drop' on item '9mm Pistol Bullets' (#2056206)
[03:46:29	]Tukiiiiii has lost a '9mm Pistol Bullets' #2056206.
[03:46:31	]Tukiiiiii has used a context menu option with the name: remove
[03:46:33	]Tukiiiiii has spawned a bullets_pistol.
[03:46:34	]Tukiiiiii has spawned a bullets_pistol.
[03:46:34	]Tukiiiiii has spawned a bullets_pistol.
[03:46:35	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056213)
[03:46:35	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056213.
[03:46:35	]Kranky exited observer at their location.
[03:46:36	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056211)
[03:46:36	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056211.
[03:46:37	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056212)
[03:46:37	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056212.
[03:46:43	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056187)
[03:46:45	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056183)
[03:46:46	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056183)
[03:46:47	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056181)
[03:46:48	]Tukiiiiii ran 'combine' on item '20rnd FiveSeven-magazine' (#2056184)
[03:46:52	]Tukiiiiii ran 'drop' on item '9mm Pistol Bullets' (#2056213)
[03:46:52	]Tukiiiiii has lost a '9mm Pistol Bullets' #2056213.
[03:46:55	]Tukiiiiii has used a context menu option with the name: remove
[03:47:02	]Tukiiiiii has spawned a bullets_pistol.
[03:47:02	]Tukiiiiii has spawned a bullets_pistol.
[03:47:03	]Tukiiiiii has spawned a bullets_pistol.
[03:47:04	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056214)
[03:47:04	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056214.
[03:47:05	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056216)
[03:47:05	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056216.
[03:47:06	]Tukiiiiii ran 'take' on item '9mm Pistol Bullets' (#2056215)
[03:47:06	]Tukiiiiii has gained a '9mm Pistol Bullets' #2056215.
[03:47:07	]Tukiiiiii ran 'combine' on item 'Ammunition Pouch' (#2056167)
[03:47:08	]Tukiiiiii ran 'combine' on item 'Ammunition Pouch' (#2056167)
[03:47:09	]Tukiiiiii ran 'combine' on item 'Ammunition Pouch' (#2056167)
[03:47:12	][IC] Kranky: <:: Copy. ::>
[03:47:22	][IC] Kranky: <:: Copy that. ::>
[03:47:25	]Tukiiiiii has spawned a bloodstabilizer.
[03:47:25	]Tukiiiiii has spawned a bloodstabilizer.
[03:47:26	]Tukiiiiii has spawned a bloodstabilizer.
[03:47:28	]Tukiiiiii ran 'take' on item 'Blood Stabilizer' (#2056219)
[03:47:28	]Tukiiiiii has gained a 'Blood Stabilizer' #2056219.
[03:47:29	]Tukiiiiii ran 'take' on item 'Blood Stabilizer' (#2056217)
[03:47:29	]Tukiiiiii has gained a 'Blood Stabilizer' #2056217.
[03:47:30	]Tukiiiiii ran 'take' on item 'Blood Stabilizer' (#2056218)
[03:47:30	]Tukiiiiii has gained a 'Blood Stabilizer' #2056218.
[03:47:31	]Tukiiiiii has spawned a bloodstabilizer.
[03:47:31	]Tukiiiiii has spawned a bloodstabilizer.
[03:47:31	][IC] Kranky: <:: 10. ::>
[03:47:33	][IC] Kranky: <:: 9. ::>
[03:47:34	]Tukiiiiii ran 'take' on item 'Blood Stabilizer' (#2056220)
[03:47:34	]Tukiiiiii has gained a 'Blood Stabilizer' #2056220.
[03:47:35	][IC] Kranky: <:: 8. ::>
[03:47:37	][IC] Kranky: <:: 7. ::>
[03:47:37	]Tukiiiiii ran 'take' on item 'Blood Stabilizer' (#2056221)
[03:47:37	]Tukiiiiii has gained a 'Blood Stabilizer' #2056221.
[03:47:38	]Tukiiiiii ran 'combine' on item 'Medical Pouch' (#2056052)
[03:47:39	][IC] Kranky: <:: 6. ::>
[03:47:39	]Tukiiiiii ran 'combine' on item 'Medical Pouch' (#2056052)
[03:47:40	]Tukiiiiii ran 'combine' on item 'Medical Pouch' (#2056052)
[03:47:40	][IC] Kranky: <:: 5. ::>
[03:47:41	][IC] Kranky: <:: 4. ::>
[03:47:43	][IC] Kranky: <:: 3. ::>
[03:47:45	][IC] Kranky: <:: 2. ::>
[03:47:46	][IC] Kranky: <:: 1. ::>
[03:47:48	]Tukiiiiii has lost a '10rnd Sniper-magazine' #2056179.
[03:47:54	]Tukiiiiii has lost a '20rnd FiveSeven-magazine' #2056187.
[03:47:58	]Tukiiiiii used command '/ToggleRaise'.
[03:48:01	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056187.
[03:48:01	]Tukiiiiii has lost a '20rnd FiveSeven-magazine' #2056186.
[03:48:28	]Tukiiiiii ran 'drop' on item 'Medical Pouch' (#2056052)
[03:48:28	]Tukiiiiii has lost a 'Medical Pouch' #2056052.
[03:48:30	]Tukiiiiii has used a context menu option with the name: collision_off
[03:48:31	]Tukiiiiii has used a context menu option with the name: remove
[03:48:33	]Tukiiiiii has spawned a health_vial.
[03:48:33	]Tukiiiiii has spawned a health_vial.
[03:48:35	]Tukiiiiii ran 'take' on item 'Health Vial' (#2056222)
[03:48:35	]Tukiiiiii has gained a 'Health Vial' #2056222.
[03:48:36	]Tukiiiiii ran 'take' on item 'Health Vial' (#2056223)
[03:48:36	]Tukiiiiii has gained a 'Health Vial' #2056223.
[03:48:40	]Kranky used command '/InfestationEdit'.
[03:48:42	]Tukiiiiii has spawned a rappel_gear.
[03:48:42	]Kranky entered observer.
[03:48:43	]Tukiiiiii ran 'take' on item 'Rappel Gear' (#2056224)
[03:48:43	]Tukiiiiii has gained a 'Rappel Gear' #2056224.
[03:48:43	]Kranky exited observer at their location.
[03:48:45	]Tukiiiiii ran 'Equip' on item 'Rappel Gear' (#2056224)
[03:48:52	]Tukiiiiii entered observer.
[03:48:53	]Tukiiiiii exited observer at their location.
[03:48:53	]Kranky has spawned a rappel_gear.
[03:48:55	]Kranky ran 'take' on item 'Rappel Gear' (#2056225)
[03:48:55	]Kranky has gained a 'Rappel Gear' #2056225.
[03:48:55	]Tukiiiiii entered observer.
[03:48:56	]Tukiiiiii exited observer at their location.
[03:48:57	]Kranky ran 'Equip' on item 'Rappel Gear' (#2056225)
[03:49:00	]Tukiiiiii used command '/ToggleRaise'.
[03:49:08	]Tukiiiiii entered observer.
[03:49:35	]Tukiiiiii exited observer at their location.
[03:49:36	]Kranky used command '/ToggleRaise'.
[03:49:38	]Tukiiiiii used command '/ToggleRaise'.
[03:49:43	]Tukiiiiii entered observer.
[03:49:45	][IC] Kranky: <:: Moving in. ::>
[03:49:47	]Tukiiiiii exited observer at their location.
[03:49:50	]Tukiiiiii has hit Kranky in the chest dealing 54 damage (CritChance was 0.69).
[03:49:50	]Kranky has taken 54 damage from Tukiiiiii.
[03:49:50	]Kranky is fully healed.
[03:49:54	]Tukiiiiii has critically hit Kranky in the stomach dealing 75 damage (CritChance was 0.69).
[03:49:54	]Kranky has taken 75 damage from Tukiiiiii.
[03:50:00	]Tukiiiiii entered observer.
[03:50:02	]Tukiiiiii exited observer at their location.
[03:50:11	]Tukiiiiii entered observer.
[03:50:14	]Tukiiiiii exited observer at their location.
[03:50:30	]Kranky used command '/ToggleRaise'.
[03:50:31	]Kranky used command '/ToggleRaise'.
[03:50:36	]Tukiiiiii has critically hit Kranky in the head dealing 0 damage (CritChance was 0.92).
[03:50:36	]Tukiiiiii has critically hit Kranky in the head dealing 90 damage (CritChance was 0.92).
[03:50:36	]Kranky has taken 90 damage from Tukiiiiii.
[03:50:47	]Kranky used command '/ToggleRaise'.
[03:50:58	]Kranky entered observer.
[03:50:59	]Kranky exited observer at their location.
[03:51:05	]Kranky used command '/ToggleRaise'.
[03:51:16	]Kranky used command '/ToggleRaise'.
[03:51:29	]Tukiiiiii used command '/ToggleRaise'.
[03:51:31	]Tukiiiiii has critically hit Kranky in the stomach dealing 0 damage (CritChance was 0.92).
[03:51:31	]Tukiiiiii has critically hit Kranky in the right arm dealing 5 damage (CritChance was 0.92).
[03:51:31	]Kranky has gained a '60rnd OTAR-magazine' #2056091.
[03:51:31	]Kranky was knocked unconscious and is bleeding out.
[03:51:33	]Kranky entered observer.
[03:51:37	]Kranky exited observer at their location.
[03:51:47	]Kranky used command '/CharStopBleedout kranky'.
[03:51:52	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056186.
[03:51:52	]Tukiiiiii has lost a '20rnd FiveSeven-magazine' #2056185.
[03:51:54	]Kranky ran SAM command 'sethp' with arguments: 'kranky' '100'
[03:51:55	]Kranky used command '/CharGetUp'.
[03:51:55	]Kranky used command '/CharGetUp'.
[03:51:55	]Kranky is no longer unconscious from critical wounds.
[03:51:55	]Kranky is fully healed.
[03:52:02	]Kranky ran 'Repair' on item 'OTA Uniform' (#2055997)
[03:52:02	]Tukiiiiii used command '/ToggleRaise'.
[03:52:30	]Kranky ran 'EquipUn' on item 'Rappel Gear' (#2056225)
[03:52:32	]Kranky ran 'Equip' on item 'Rappel Gear' (#2056225)
[03:52:35	]Kranky entered observer.
[03:52:40	]Kranky exited observer at their location.
[03:52:40	]Kranky entered observer.
[03:52:41	]Kranky exited observer at their location.
[03:52:45	]Kranky has spawned a 'Entity [2883][ix_scanner]'.
[03:52:49	]Tukiiiiii entered observer.
[03:52:53	]Kranky entered observer.
[03:52:54	]Kranky entered observer.
[03:52:55	]Kranky entered observer.
[03:52:58	]Kranky entered observer.
[03:53:01	]Kranky ran SAM command 'goto' with arguments: 'tuki'
[03:53:05	]Kranky exited observer at their location.
[03:53:17	]Kranky ran SAM command 'sethp' with arguments: 'kranky' '100'
[03:53:19	]Kranky has spawned a 'Entity [5448][ix_scanner]'.
[03:53:20	]Kranky is fully healed.
[03:53:26	]Tukiiiiii exited observer at their location.
[03:54:07	]Tukiiiiii entered observer.
[03:54:22	]Tukiiiiii exited observer at their location.
[03:54:26	]Tukiiiiii entered observer.
[03:54:39	]Tukiiiiii exited observer at their location.
[03:54:40	]Tukiiiiii entered observer.
[03:54:41	]Tukiiiiii exited observer at their location.
[03:54:42	]Tukiiiiii entered observer.
[03:54:43	]Tukiiiiii exited observer at their location.
[03:54:44	]Tukiiiiii entered observer.
[03:54:49	]Kranky entered observer.
[03:54:49	]Tukiiiiii exited observer at their location.
[03:54:54	]Kranky ran SAM command 'goto' with arguments: 'tuki'
[03:54:59	]Tukiiiiii entered observer.
[03:55:03	]Kranky ran SAM command 'sethp' with arguments: 'krank' '100'
[03:55:04	]Kranky exited observer at their location.
[03:55:04	]Kranky entered observer.
[03:55:05	]Kranky exited observer at their location.
[03:55:05	]Kranky is fully healed.
[03:55:08	]Kranky used command '/ToggleRaise'.
[03:55:10	]Kranky has lost a '60rnd OTAR-magazine' #2056136.
[03:55:13	]Tukiiiiii exited observer at their location.
[03:55:29	]Tukiiiiii used command '/ToggleRaise'.
[03:55:34	]Tukiiiiii entered observer.
[03:55:35	]Tukiiiiii exited observer at their location.
[03:55:42	]Kranky ran 'place' on item 'Turret Placer' (#2056124)
[03:55:46	]Tukiiiiii entered observer.
[03:55:47	]Tukiiiiii exited observer at their location.
[03:55:47	]Kranky used command '/ToggleRaise'.
[03:56:00	]Tukiiiiii has critically hit Kranky in the chest dealing 75 damage (CritChance was 0.69).
[03:56:00	]Kranky has taken 75 damage from Tukiiiiii.
[03:56:00	]Kranky is fully healed.
[03:56:12	]Kranky has gained a '60rnd OTAR-magazine' #2056136.
[03:56:12	]Kranky has lost a '60rnd OTAR-magazine' #2056135.
[03:56:16	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056179.
[03:56:16	]Tukiiiiii has lost a '10rnd Sniper-magazine' #2056178.
[03:56:24	]Tukiiiiii entered observer.
[03:56:25	]Tukiiiiii exited observer at their location.
[03:56:32	]Tukiiiiii has critically hit Kranky in the right leg dealing 19 damage (CritChance was 0.69).
[03:56:32	]Kranky has taken 18 damage from Tukiiiiii.
[03:56:35	]Kranky is fully healed.
[03:56:42	]Tukiiiiii used command '/ToggleRaise'.
[03:56:46	]Kranky used command '/ToggleRaise'.
[03:56:48	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 1.01).
[03:56:48	]Tukiiiiii has taken 4 damage from Kranky.
[03:56:48	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 1.01).
[03:56:48	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 1.01).
[03:56:48	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[03:56:48	]Tukiiiiii has taken 4 damage from Kranky.
[03:56:48	]Kranky has critically hit Tukiiiiii in the left leg dealing 4 damage (CritChance was 1.01).
[03:56:48	]Tukiiiiii has taken 4 damage from Kranky.
[03:56:49	]Kranky has critically hit Tukiiiiii in the right leg dealing 4 damage (CritChance was 1.01).
[03:56:49	]Tukiiiiii has taken 4 damage from Kranky.
[03:56:49	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 1.01).
[03:56:49	]Tukiiiiii has taken 16 damage from Kranky.
[03:56:49	]Tukiiiiii has hit Kranky in the right leg dealing 5 damage (CritChance was 0.28).
[03:56:49	]Kranky has taken 4 damage from Tukiiiiii.
[03:56:50	]Tukiiiiii has critically hit Kranky in the right leg dealing 5 damage (CritChance was 0.28).
[03:56:50	]Kranky has taken 4 damage from Tukiiiiii.
[03:56:50	]Tukiiiiii has hit Kranky in the chest dealing 10 damage (CritChance was 0.28).
[03:56:50	]Kranky has taken 10 damage from Tukiiiiii.
[03:56:50	]Tukiiiiii has hit Kranky in the left arm dealing 0 damage (CritChance was 0.28).
[03:56:50	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 0.28).
[03:56:50	]Tukiiiiii has hit Kranky in the left arm dealing 0 damage (CritChance was 0.28).
[03:56:50	]Tukiiiiii has critically hit Kranky in the left arm dealing 5 damage (CritChance was 0.28).
[03:56:50	]Kranky has taken 4 damage from Tukiiiiii.
[03:56:50	]Tukiiiiii has hit Kranky in the left arm dealing 5 damage (CritChance was 0.28).
[03:56:50	]Kranky has taken 4 damage from Tukiiiiii.
[03:56:50	]Tukiiiiii has critically hit Kranky in the stomach dealing 17 damage (CritChance was 0.28).
[03:56:50	]Kranky has taken 17 damage from Tukiiiiii.
[03:56:50	]Kranky has critically hit Tukiiiiii in the chest dealing 0 damage (CritChance was 1.01).
[03:56:50	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[03:56:50	]Tukiiiiii has taken 4 damage from Kranky.
[03:56:50	]Tukiiiiii has critically hit Kranky in the stomach dealing 17 damage (CritChance was 0.92).
[03:56:50	]Kranky has taken 17 damage from Tukiiiiii.
[03:56:50	]Kranky has critically hit Tukiiiiii in the head dealing 17 damage (CritChance was 1.01).
[03:56:50	]Tukiiiiii has taken 17 damage from Kranky.
[03:56:50	]Tukiiiiii has critically hit Kranky in the left leg dealing 5 damage (CritChance was 0.92).
[03:56:50	]Kranky has taken 4 damage from Tukiiiiii.
[03:56:51	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 1.01).
[03:56:51	]Tukiiiiii has taken 16 damage from Kranky.
[03:56:51	]Kranky has critically hit Tukiiiiii in the left leg dealing 4 damage (CritChance was 1.01).
[03:56:51	]Tukiiiiii has taken 4 damage from Kranky.
[03:56:51	]Tukiiiiii has critically hit Kranky in the right arm dealing 5 damage (CritChance was 0.92).
[03:56:51	]Kranky has taken 4 damage from Tukiiiiii.
[03:56:51	]Kranky has critically hit Tukiiiiii in the right arm dealing 0 damage (CritChance was 1.01).
[03:56:51	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[03:56:51	]Tukiiiiii has taken 4 damage from Kranky.
[03:56:51	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 1.01).
[03:56:51	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056178.
[03:56:51	]Tukiiiiii has gained a '20rnd FiveSeven-magazine' #2056185.
[03:56:51	]Tukiiiiii was knocked unconscious and is bleeding out.
[03:56:52	]Kranky has gained a '60rnd OTAR-magazine' #2056135.
[03:56:52	]Kranky has lost a '60rnd OTAR-magazine' #2056134.
[03:56:59	]Kranky has gained a '60rnd OTAR-magazine' #2056134.
[03:56:59	]Kranky has lost a '60rnd OTAR-magazine' #2056133.
[03:57:03	]Kranky has gained a '60rnd OTAR-magazine' #2056133.
[03:57:03	]Kranky has lost a '60rnd OTAR-magazine' #2056134.
[03:57:05	]Kranky used command '/ToggleRaise'.
[03:57:07	]Kranky has gained a '60rnd OTAR-magazine' #2056134.
[03:57:07	]Kranky has lost a '60rnd OTAR-magazine' #2056133.
[03:57:10	]Tukiiiiii ran SAM command 'hp' with arguments: 'tuki' '100'
[03:57:11	]Tukiiiiii is no longer unconscious from critical wounds.
[03:57:11	]Tukiiiiii is fully healed.
[03:57:17	]Tukiiiiii used command '/CharStopBleedout tuki'.
[03:57:19	]Tukiiiiii ran SAM command 'hp' with arguments: 'tuki' '100'
[03:57:20	]Kranky ran 'Repair' on item 'OTA Uniform' (#2055997)
[03:57:23	]Tukiiiiii ran 'Repair' on item 'Medium Kevlar Uniform' (#2056023)
[03:57:28	]Tukiiiiii has lost a '10rnd Sniper-magazine' #2056177.
[03:57:29	]Kranky entered observer.
[03:57:34	]Tukiiiiii entered observer.
[03:57:38	]Kranky ran SAM command 'sethp' with arguments: 'kranky' '100'
[03:57:40	]Kranky is fully healed.
[03:57:41	]Kranky exited observer at their location.
[03:57:49	]Kranky ran 'Equip' on item 'Incendiary Grenade' (#2056158)
[03:57:51	]Kranky used command '/ToggleRaise'.
[03:58:02	]Tukiiiiii exited observer at their location.
[03:58:05	]Tukiiiiii used command '/ToggleRaise'.
[03:58:11	]Tukiiiiii entered observer.
[03:58:12	]Tukiiiiii exited observer at their location.
[03:58:17	]Tukiiiiii entered observer.
[03:58:18	]Tukiiiiii exited observer at their location.
[03:58:19	]Kranky used command '/ToggleRaise'.
[03:58:30	]Tukiiiiii has critically hit Kranky in the head dealing 90 damage (CritChance was 0.62).
[03:58:30	]Kranky has taken 90 damage from Tukiiiiii.
[03:58:30	]Kranky is fully healed.
[03:58:31	]Tukiiiiii has hit Kranky in the chest dealing 54 damage (CritChance was 0.69).
[03:58:31	]Kranky has taken 54 damage from Tukiiiiii.
[03:58:38	]Kranky has gained a '60rnd OTAR-magazine' #2056133.
[03:58:38	]Kranky has lost a '60rnd OTAR-magazine' #2056134.
[03:58:40	]Tukiiiiii has gained a '10rnd Sniper-magazine' #2056177.
[03:58:40	]Tukiiiiii has lost a '10rnd Sniper-magazine' #2056176.
[03:58:45	]Kranky used command '/ToggleRaise'.
[03:58:50	]Tukiiiiii has critically hit Kranky in the stomach dealing 75 damage (CritChance was 0.92).
[03:58:50	]Kranky has taken 75 damage from Tukiiiiii.
[03:58:51	]Tukiiiiii has taken 6 damage from Kranky.
[03:58:52	]Tukiiiiii has taken 7 damage from Kranky.
[03:58:52	]Tukiiiiii has taken 6 damage from Kranky.
[03:58:52	]Tukiiiiii has taken 3 damage from Kranky.
[03:58:52	]Tukiiiiii has taken 6 damage from Kranky.
[03:58:52	]Tukiiiiii has taken 5 damage from Kranky.
[03:58:53	]Kranky used command '/ToggleRaise'.
[03:58:55	]Tukiiiiii has critically hit Kranky in the chest dealing 75 damage (CritChance was 0.92).
[03:58:55	]Kranky has gained a '60rnd OTAR-magazine' #2056134.
[03:58:55	]Kranky was knocked unconscious and is bleeding out.
[03:59:05	]Tukiiiiii entered observer.
[03:59:10	]Kranky ran SAM command 'sethp' with arguments: '^' '100'
[03:59:10	]Kranky is no longer unconscious from critical wounds.
[03:59:10	]Kranky is fully healed.
[03:59:16	]Kranky used command '/CharStopBleedout kranky'.
[03:59:18	]Tukiiiiii used command '/CharStopBleedout kranky'.
[03:59:22	]Kranky ran 'Repair' on item 'OTA Uniform' (#2055997)
[03:59:34	]Tukiiiiii used command '/ToggleRaise'.
[03:59:37	]Tukiiiiii has lost a '20rnd FiveSeven-magazine' #2056184.
[03:59:38	]Kranky has lost a '60rnd OTAR-magazine' #2056091.
[03:59:39	]Kranky used command '/ToggleRaise'.
[03:59:42	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056133)
[03:59:43	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056133)
[03:59:45	]Kranky entered observer.
[03:59:50	]Kranky exited observer at their location.
[03:59:51	]Kranky entered observer.
[03:59:51	]Kranky exited observer at their location.
[03:59:57	]Kranky ran 'Equip' on item 'Smoke Grenade' (#2056161)
[04:00:03	]Kranky used command '/ToggleRaise'.
[20:47:03	]Kranky has connected.
[20:48:59	]Kranky loaded the character 'Krankyer'
[20:49:20	]Krankyer has spawned a 'NPC [5278][npc_vj_hlr1_panthereye]'.
[20:49:24	]Krankyer has spawned a 'NPC [5249][npc_vj_hlr1_panthereye]'.
[20:49:25	]Krankyer has taken 35 damage from Panther Eye.
[20:49:39	]Krankyer used command '/CharSetModel kranky models/vj_hlr/hl1/panthereye.mdl'.
[20:49:59	]Krankyer used command '/CharSetModel kranky models/stalker.mdl'.
[20:50:33	]Krankyer used command '/CharSetModel kranky models/wn/soldier.mdl'.
[20:51:10	]Krankyer used command '/CharSetModel kranky models/dpfilms/evilgarlic/beta/elite_brown.mdl'.
[20:51:34	]Krankyer used command '/CharSetModel kranky models/wn7new/combine_cremator/cremator.mdl'.
[20:51:51	]Krankyer has taken 1 damage from env_fire.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from env_fire.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from env_fire.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from env_fire.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from env_fire.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:51	]Krankyer has taken 1 damage from point_hurt.
[20:51:52	]Krankyer has taken 1 damage from point_hurt.
[20:51:52	]Krankyer has taken 1 damage from point_hurt.
[20:51:52	]Krankyer has taken 12 damage from env_fire.
[20:51:52	]Krankyer has taken 1 damage from point_hurt.
[20:51:52	]Krankyer has taken 1 damage from point_hurt.
[20:51:52	]Krankyer was knocked unconscious and is bleeding out.
[20:51:54	]Krankyer used command '/CharGetUp'.
[20:51:57	]Krankyer ran SAM command 'slay' with arguments: 'krank'
[20:52:10	]Krankyer used command '/ToggleRaise'.
[20:52:17	]Krankyer used command '/ToggleRaise'.
[20:52:43	]Krankyer used command '/ToggleRaise'.
[20:52:44	]Krankyer has taken 0 damage from point_hurt.
[20:52:44	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 1 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 1 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:52:45	]Krankyer has taken 0 damage from point_hurt.
[20:53:14	]Kranky has unloaded their "Krankyer" character.
[20:53:18	]Kranky loaded the character 'Kranky'
[20:53:23	]Kranky is fully healed.
[20:53:41	]Kranky entered observer.
[20:53:48	]Kranky exited observer at their location.
[20:53:48	]Kranky entered observer.
[20:53:50	]Kranky exited observer at their location.
[20:53:51	]Kranky used command '/ToggleRaise'.
[20:53:54	]Kranky entered observer.
[20:54:01	]Kranky exited observer at their location.
[20:54:33	]Kranky entered observer.
[20:54:36	]Kranky exited observer at their location.
[20:54:44	]Kranky used command '/ToggleRaise'.
[20:54:48	]Kranky used command '/ToggleRaise'.
[20:55:37	]Kranky entered observer.
[20:55:40	]Kranky exited observer at their location.
[20:55:47	]Kranky used command '/ToggleRaise'.
[20:56:08	]Kranky used command '/ToggleRaise'.
