[00:07:02	]reece has connected.
[21:37:59	]C24:i3.UNION-36 has hit Hank J. Wimleton in the chest dealing 8 damage (CritChance was 0.43).
[21:37:59	]Hank J. Wimleton has taken 8 damage from C24:i3.UNION-36.
[21:37:59	]C24:i3.UNION-36 has critically hit Hank J. Wimleton in the right arm dealing 10 damage (CritChance was 0.43).
[21:37:59	]Hank J. Wimleton has taken 10 damage from C24:i3.UNION-36.
[21:37:59	]C24:i3.UNION-36 has critically hit Hank J. Wimleton in the right arm dealing 10 damage (CritChance was 0.43).
[21:37:59	]Hank J. Wimleton has taken 10 damage from C24:i3.UNION-36.
[21:37:59	]C24:i3.UNION-36 has critically hit Hank J. Wimleton in the right arm dealing 10 damage (CritChance was 0.43).
[21:37:59	]Hank J. Wimleton has taken 10 damage from C24:i3.UNION-36.
[21:37:59	][OOC] C24:i3.DEFENDER-50: I glitched under the map
[21:38:02	]joey salads weapon test :) has critically hit C24:i5.COURIER-06 in the right leg dealing 10 damage (CritChance was 0.18).
[21:38:02	]C24:i5.COURIER-06 has taken 10 damage from joey salads weapon test :).
[21:38:02	]Hank J. Wimleton used command '/ToggleRaise'.
[21:38:03	]C24:i5.COURIER-06 is fully healed.
[21:38:05	][IC] Bob Good: PUSH WITH ME.
[21:38:06	]Arnold White has hit C17:RCT.YELLO-25 in the left arm dealing 4 damage (CritChance was 0.19).
[21:38:06	]C17:RCT.YELLO-25 has taken 4 damage from Arnold White.
[21:38:06	]Arnold White has hit C17:RCT.YELLO-25 in the head dealing 10 damage (CritChance was 0.06).
[21:38:06	]C17:RCT.YELLO-25 has taken 10 damage from Arnold White.
[21:38:06	]C17:RCT.YELLO-25 is fully healed.
[21:38:08	]Esteban Torres ran SAM command 'goto' with arguments: '50'
[21:38:08	]Pavel Artyomov has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.07).
[21:38:08	]C24.CPT.KRAAS-44 has taken 10 damage from Pavel Artyomov.
[21:38:09	]Testy Mc Test Face ran 'EquipUn' on item 'MP7A1' (#2688583)
[21:38:09	]C24.CPT.KRAAS-44 has hit Bob Good in the left leg dealing 4 damage (CritChance was 0.43).
[21:38:09	]Bob Good has taken 4 damage from C24.CPT.KRAAS-44.
[21:38:09	]C24.CPT.KRAAS-44 has hit joey salads weapon test :) in the left leg dealing 4 damage (CritChance was 0.22).
[21:38:09	]joey salads weapon test :) has taken 4 damage from C24.CPT.KRAAS-44.
[21:38:09	]joey salads weapon test :) has hit C24.CPT.KRAAS-44 in the right leg dealing 4 damage (CritChance was 0.19).
[21:38:09	]C24.CPT.KRAAS-44 has taken 4 damage from joey salads weapon test :).
[21:38:09	][Y] C24:i3.UNION-36: <:: Ahead. ::>
[21:38:10	][OOC] C24:i3.DEFENDER-50: the floor couldn't hold me
[21:38:10	]Arnold White has gained level 8 in the Guns skill.
[21:38:10	]Arnold White has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.06).
[21:38:10	]C24.CPT.KRAAS-44 has taken 10 damage from Arnold White.
[21:38:10	]Arnold White has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.06).
[21:38:10	]C24.CPT.KRAAS-44 has taken 10 damage from Arnold White.
[21:38:10	]Testy Mc Test Face ran 'Equip' on item 'MP7A1' (#2688583)
[21:38:10	]C24.CPT.KRAAS-44 is fully healed.
[21:38:10	]C24.CPT.KRAAS-44 has hit joey salads weapon test :) in the head dealing 10 damage (CritChance was 0.07).
[21:38:10	]joey salads weapon test :) has taken 10 damage from C24.CPT.KRAAS-44.
[21:38:10	]Arnold White has hit C24.CPT.KRAAS-44 in the chest dealing 8 damage (CritChance was 0.19).
[21:38:10	]C24.CPT.KRAAS-44 has taken 8 damage from Arnold White.
[21:38:10	]Arnold White has hit C24.CPT.KRAAS-44 in the chest dealing 8 damage (CritChance was 0.19).
[21:38:10	]C24.CPT.KRAAS-44 has taken 8 damage from Arnold White.
[21:38:10	]Arnold White has gained level 9 in the Guns skill.
[21:38:10	]Arnold White has hit C24.CPT.KRAAS-44 in the chest dealing 8 damage (CritChance was 0.19).
[21:38:10	]C24.CPT.KRAAS-44 has taken 8 damage from Arnold White.
[21:38:10	]C24:i5.COURIER-06 ran 'EquipUn' on item 'MP7A1' (#2688577)
[21:38:10	]Arnold White has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.06).
[21:38:10	]C24.CPT.KRAAS-44 has taken 10 damage from Arnold White.
[21:38:10	]Hank J. Wimleton used command '/ToggleRaise'.
[21:38:10	]joey salads weapon test :) is fully healed.
[21:38:11	]C24:i5.COURIER-06 ran 'Equip' on item 'MP7A1' (#2688577)
[21:38:11	]Arnold White has critically hit C24.CPT.KRAAS-44 in the chest dealing 15 damage (CritChance was 0.39).
[21:38:11	]C24.CPT.KRAAS-44 has taken 15 damage from Arnold White.
[21:38:12	]C17:RCT.YELLO-25 has critically hit Bob Good in the chest dealing 15 damage (CritChance was 0.43).
[21:38:12	]Bob Good has taken 15 damage from C17:RCT.YELLO-25.
[21:38:13	]C17:RCT.YELLO-25 has hit Bob Good in the right arm dealing 4 damage (CritChance was 0.43).
[21:38:13	]Bob Good has taken 4 damage from C17:RCT.YELLO-25.
[21:38:13	][IC] Esteban Torres: Sync how are you here.
[21:38:13	]C17:RCT.YELLO-25 has hit Bob Good in the right arm dealing 4 damage (CritChance was 0.43).
[21:38:13	]Bob Good has taken 4 damage from C17:RCT.YELLO-25.
[21:38:13	]C17:RCT.YELLO-25 has hit joey salads weapon test :) in the head dealing 10 damage (CritChance was 0.07).
[21:38:13	]joey salads weapon test :) has taken 10 damage from C17:RCT.YELLO-25.
[21:38:14	]C17:RCT.YELLO-25 has hit joey salads weapon test :) in the right arm dealing 4 damage (CritChance was 0.22).
[21:38:14	]joey salads weapon test :) has taken 4 damage from C17:RCT.YELLO-25.
[21:38:14	]C17:RCT.YELLO-25 has hit joey salads weapon test :) in the right arm dealing 4 damage (CritChance was 0.22).
[21:38:14	]joey salads weapon test :) has taken 4 damage from C17:RCT.YELLO-25.
[21:38:14	]C17:RCT.YELLO-25 has critically hit joey salads weapon test :) in the chest dealing 15 damage (CritChance was 0.22).
[21:38:14	]joey salads weapon test :) has taken 15 damage from C17:RCT.YELLO-25.
[21:38:14	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the right leg dealing 4 damage (CritChance was 0.19).
[21:38:14	]C17:RCT.YELLO-25 has taken 4 damage from joey salads weapon test :).
[21:38:14	]Arnold White has gained level 10 in the Guns skill.
[21:38:14	]Arnold White has hit C17:RCT.YELLO-25 in the head dealing 10 damage (CritChance was 0.06).
[21:38:14	]C17:RCT.YELLO-25 has taken 10 damage from Arnold White.
[21:38:14	]Arnold White has hit C17:RCT.YELLO-25 in the chest dealing 8 damage (CritChance was 0.20).
[21:38:14	]C17:RCT.YELLO-25 has taken 8 damage from Arnold White.
[21:38:14	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the head dealing 10 damage (CritChance was 0.06).
[21:38:14	]C17:RCT.YELLO-25 has taken 10 damage from joey salads weapon test :).
[21:38:14	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the head dealing 10 damage (CritChance was 0.06).
[21:38:14	]C17:RCT.YELLO-25 has taken 10 damage from joey salads weapon test :).
[21:38:14	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the head dealing 10 damage (CritChance was 0.06).
[21:38:14	]C17:RCT.YELLO-25 has taken 10 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the head dealing 10 damage (CritChance was 0.06).
[21:38:15	]C17:RCT.YELLO-25 has taken 10 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the chest dealing 8 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 8 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the right arm dealing 4 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 4 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the left arm dealing 4 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 4 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has critically hit C17:RCT.YELLO-25 in the left arm dealing 10 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 10 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has critically hit C17:RCT.YELLO-25 in the chest dealing 15 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 15 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has critically hit C17:RCT.YELLO-25 in the chest dealing 15 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 15 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has critically hit C17:RCT.YELLO-25 in the chest dealing 15 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 15 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the chest dealing 8 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 8 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) has critically hit C17:RCT.YELLO-25 in the right leg dealing 10 damage (CritChance was 0.38).
[21:38:15	]C17:RCT.YELLO-25 has taken 10 damage from joey salads weapon test :).
[21:38:15	]joey salads weapon test :) is fully healed.
[21:38:18	][IC] C24:i3.DEFENDER-50: <:: Smelling. ::>
[21:38:19	]Pavel Artyomov has hit C24:RCT.YELLO-11 in the chest dealing 8 damage (CritChance was 0.22).
[21:38:19	]C24:RCT.YELLO-11 has taken 8 damage from Pavel Artyomov.
[21:38:19	]C24:RCT.YELLO-11 has hit Pavel Artyomov in the stomach dealing 7 damage (CritChance was 0.23).
[21:38:19	]Pavel Artyomov has taken 7 damage from C24:RCT.YELLO-11.
[21:38:19	]C24:RCT.YELLO-11 has hit Pavel Artyomov in the chest dealing 8 damage (CritChance was 0.17).
[21:38:19	]Pavel Artyomov has taken 8 damage from C24:RCT.YELLO-11.
[21:38:21	]C24:i5.COURIER-06 has hit Bob Good in the left leg dealing 4 damage (CritChance was 0.43).
[21:38:21	]Bob Good has taken 4 damage from C24:i5.COURIER-06.
[21:38:21	]Bob Good has hit C24:i5.COURIER-06 in the left arm dealing 4 damage (CritChance was 0.20).
[21:38:21	]C24:i5.COURIER-06 has taken 4 damage from Bob Good.
[21:38:21	]Bob Good has hit C24:i5.COURIER-06 in the head dealing 10 damage (CritChance was 0.07).
[21:38:21	]C24:i5.COURIER-06 has taken 10 damage from Bob Good.
[21:38:21	]Bob Good has critically hit C24:i5.COURIER-06 in the chest dealing 15 damage (CritChance was 0.20).
[21:38:21	]C24:i5.COURIER-06 has taken 15 damage from Bob Good.
[21:38:21	]C24:i5.COURIER-06 has critically hit Bob Good in the head dealing 20 damage (CritChance was 0.14).
[21:38:21	]Bob Good has taken 20 damage from C24:i5.COURIER-06.
[21:38:21	]C24:i5.COURIER-06 has hit Bob Good in the head dealing 10 damage (CritChance was 0.14).
[21:38:21	]Bob Good has taken 10 damage from C24:i5.COURIER-06.
[21:38:22	]C24:i5.COURIER-06 has hit Bob Good in the stomach dealing 7 damage (CritChance was 0.58).
[21:38:22	]Bob Good has taken 7 damage from C24:i5.COURIER-06.
[21:38:22	]C24:RCT.YELLO-11 has critically hit Testy Mc Test Face in the stomach dealing 13 damage (CritChance was 0.23).
[21:38:22	]Testy Mc Test Face has taken 13 damage from C24:RCT.YELLO-11.
[21:38:22	]C24:i5.COURIER-06 has hit Bob Good in the head dealing 10 damage (CritChance was 0.14).
[21:38:22	]Bob Good has taken 10 damage from C24:i5.COURIER-06.
[21:38:22	]C24:i5.COURIER-06 has hit Bob Good in the head dealing 10 damage (CritChance was 0.14).
[21:38:22	]Bob Good has taken 10 damage from C24:i5.COURIER-06.
[21:38:22	]C24:i5.COURIER-06 has hit Bob Good in the head dealing 10 damage (CritChance was 0.14).
[21:38:22	]Bob Good was knocked unconscious and is bleeding out.
[21:38:22	]C24:RCT.YELLO-11 has hit Testy Mc Test Face in the chest dealing 8 damage (CritChance was 0.17).
[21:38:22	]Testy Mc Test Face has taken 8 damage from C24:RCT.YELLO-11.
[21:38:23	]C24:i5.COURIER-06 is fully healed.
[21:38:23	]Testy Mc Test Face has critically hit joey salads weapon test :) in the right arm dealing 10 damage (CritChance was 0.20).
[21:38:23	]joey salads weapon test :) has taken 10 damage from Testy Mc Test Face.
[21:38:23	]C24:RCT.YELLO-11 is fully healed.
[21:38:24	]Pavel Artyomov is fully healed.
[21:38:24	]C17:RCT.YELLO-25 has hit joey salads weapon test :) in the chest dealing 8 damage (CritChance was 0.22).
[21:38:24	]joey salads weapon test :) has taken 8 damage from C17:RCT.YELLO-25.
[21:38:24	]joey salads weapon test :) has hit C17:RCT.YELLO-25 in the right leg dealing 4 damage (CritChance was 0.38).
[21:38:24	]C17:RCT.YELLO-25 has taken 4 damage from joey salads weapon test :).
[21:38:25	]joey salads weapon test :) has critically hit C17:RCT.YELLO-25 in the chest dealing 15 damage (CritChance was 0.38).
[21:38:25	]C17:RCT.YELLO-25 was knocked unconscious and is bleeding out.
[21:38:25	]C24:RCT.YELLO-11 has hit joey salads weapon test :) in the stomach dealing 7 damage (CritChance was 0.23).
[21:38:25	]joey salads weapon test :) has taken 7 damage from C24:RCT.YELLO-11.
[21:38:25	]Adalia Torres ran SAM command 'bring' with arguments: 'defender-50'
[21:38:25	]Testy Mc Test Face is fully healed.
[21:38:25	]joey salads weapon test :) is fully healed.
[21:38:28	][IC] C24:RCT.YELLO-11: <:: Shit! ::>
[21:38:28	][Y] Bob Good: COWARDS.
[21:38:28	]C17:RCT.YELLO-25 used command '/Radio code 3'.
[21:38:32	]C24:RCT.YELLO-11 has hit Hank J. Wimleton in the chest dealing 8 damage (CritChance was 0.28).
[21:38:32	]Hank J. Wimleton has taken 8 damage from C24:RCT.YELLO-11.
[21:38:32	]C24:i69.AMPUTADO-420 has hit Hank J. Wimleton in the left leg dealing 4 damage (CritChance was 0.39).
[21:38:32	]Hank J. Wimleton has taken 4 damage from C24:i69.AMPUTADO-420.
[21:38:32	]C24:i69.AMPUTADO-420 has hit Hank J. Wimleton in the chest dealing 8 damage (CritChance was 0.39).
[21:38:32	]Hank J. Wimleton has taken 8 damage from C24:i69.AMPUTADO-420.
[21:38:33	]Arnold White has taken 5 damage from trigger_hurt.
[21:38:33	]Bob Good used command '/CharGetUp'.
[21:38:33	]Arnold White has taken 5 damage from trigger_hurt.
[21:38:33	]Hank J. Wimleton has hit C24:i69.AMPUTADO-420 in the stomach dealing 7 damage (CritChance was 0.26).
[21:38:33	]C24:i69.AMPUTADO-420 has taken 7 damage from Hank J. Wimleton.
[21:38:33	]C24:i69.AMPUTADO-420 has hit Hank J. Wimleton in the left leg dealing 4 damage (CritChance was 0.39).
[21:38:33	]Hank J. Wimleton has taken 4 damage from C24:i69.AMPUTADO-420.
[21:38:33	]C24:i69.AMPUTADO-420 has critically hit Hank J. Wimleton in the left arm dealing 10 damage (CritChance was 0.39).
[21:38:33	]Hank J. Wimleton has taken 10 damage from C24:i69.AMPUTADO-420.
[21:38:34	]Arnold White has taken 5 damage from trigger_hurt.
[21:38:34	]Hank J. Wimleton has hit C24:i69.AMPUTADO-420 in the chest dealing 8 damage (CritChance was 0.19).
[21:38:34	]C24:i69.AMPUTADO-420 has taken 8 damage from Hank J. Wimleton.
[21:38:34	]Hank J. Wimleton has hit C24:i69.AMPUTADO-420 in the left arm dealing 4 damage (CritChance was 0.19).
[21:38:34	]C24:i69.AMPUTADO-420 has taken 4 damage from Hank J. Wimleton.
[21:38:34	]C24:i3.UNION-36 has hit Testy Mc Test Face in the left leg dealing 4 damage (CritChance was 0.20).
[21:38:34	]Testy Mc Test Face has taken 4 damage from C24:i3.UNION-36.
[21:38:34	]C24.CPT.KRAAS-44 has hit Hank J. Wimleton in the right arm dealing 4 damage (CritChance was 0.40).
[21:38:34	]Hank J. Wimleton has taken 4 damage from C24.CPT.KRAAS-44.
[21:38:34	]C24.CPT.KRAAS-44 has hit Hank J. Wimleton in the chest dealing 8 damage (CritChance was 0.40).
[21:38:34	]Hank J. Wimleton has taken 8 damage from C24.CPT.KRAAS-44.
[21:38:34	]C24:i69.AMPUTADO-420 is fully healed.
[21:38:34	]C24.CPT.KRAAS-44 has critically hit Hank J. Wimleton in the left leg dealing 10 damage (CritChance was 0.40).
[21:38:34	]Hank J. Wimleton was knocked unconscious and is bleeding out.
[21:38:34	]Arnold White has taken 5 damage from trigger_hurt.
[21:38:34	]C24:i3.UNION-36 has hit Testy Mc Test Face in the left leg dealing 4 damage (CritChance was 0.20).
[21:38:34	]Testy Mc Test Face has taken 4 damage from C24:i3.UNION-36.
[21:38:35	]Arnold White has taken 5 damage from trigger_hurt.
[21:38:35	]Testy Mc Test Face is fully healed.
[21:38:37	][OOC] Esteban Torres: damn this took a while to end
[21:38:37	]Bob Good used command '/CharGetUp'.
[21:38:40	]Arnold White ran 'split' on item 'Bandage Roll' (#2688581)
[21:38:40	]Arnold White has gained a 'Bandage Roll' #2688592.
[21:38:40	]Arnold White ran 'use' on item 'Bandage Roll' (#2688581)
[21:38:40	]Arnold White has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:38:40	]Arnold White was bandaged by Arnold White for 15 HP.
[21:38:42	]C24:i5.COURIER-06 used command '/CharSetName 25 C24:RCT.YELLO-25'.
[21:38:42	]C24.CPT.KRAAS-44 has hit Pavel Artyomov in the left arm dealing 4 damage (CritChance was 0.20).
[21:38:42	]Pavel Artyomov has taken 4 damage from C24.CPT.KRAAS-44.
[21:38:42	]Pavel Artyomov has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.13).
[21:38:42	]C24.CPT.KRAAS-44 has taken 10 damage from Pavel Artyomov.
[21:38:42	]C24.CPT.KRAAS-44 has hit Pavel Artyomov in the stomach dealing 7 damage (CritChance was 0.28).
[21:38:42	]Pavel Artyomov has taken 7 damage from C24.CPT.KRAAS-44.
[21:38:42	]Pavel Artyomov has hit C24.CPT.KRAAS-44 in the head dealing 10 damage (CritChance was 0.13).
[21:38:42	]C24.CPT.KRAAS-44 has taken 10 damage from Pavel Artyomov.
[21:38:42	]C24.CPT.KRAAS-44 has hit Pavel Artyomov in the head dealing 10 damage (CritChance was 0.07).
[21:38:42	]Pavel Artyomov has taken 10 damage from C24.CPT.KRAAS-44.
[21:38:42	]C24:RCT.YELLO-11 ran 'EquipUn' on item 'MP7A1' (#2688571)
[21:38:42	]Arnold White ran 'use' on item 'Bandage Roll' (#2688581)
[21:38:42	]Arnold White has performed the 'Use Bandage Roll' action, gaining 9 experience in medicine.
[21:38:42	]Arnold White was bandaged by Arnold White for 15 HP.
[21:38:43	]C24.CPT.KRAAS-44 has hit Pavel Artyomov in the chest dealing 8 damage (CritChance was 0.20).
[21:38:43	]Pavel Artyomov has taken 8 damage from C24.CPT.KRAAS-44.
[21:38:43	]C24.CPT.KRAAS-44 has hit Pavel Artyomov in the chest dealing 8 damage (CritChance was 0.20).
[21:38:43	]Pavel Artyomov has taken 8 damage from C24.CPT.KRAAS-44.
[21:38:43	]C24.CPT.KRAAS-44 has hit Pavel Artyomov in the head dealing 10 damage (CritChance was 0.07).
[21:38:43	]Pavel Artyomov has taken 10 damage from C24.CPT.KRAAS-44.
[21:38:43	]C24.RL.KRAHSLAYER-77 has critically hit Testy Mc Test Face in the left arm dealing 10 damage (CritChance was 0.22).
[21:38:43	]Testy Mc Test Face has taken 10 damage from C24.RL.KRAHSLAYER-77.
[21:38:43	]C24.RL.KRAHSLAYER-77 has hit Testy Mc Test Face in the head dealing 10 damage (CritChance was 0.07).
[21:38:43	]Testy Mc Test Face has taken 10 damage from C24.RL.KRAHSLAYER-77.
[21:38:43	]C24:RCT.YELLO-11 ran 'Equip' on item 'MP7A1' (#2688571)
[21:38:43	]Arnold White ran 'split' on item 'Bandage Roll' (#2688581)
[21:38:43	]C24:RCT.YELLO-25 used command '/Radio help'.
[21:38:43	]Arnold White has gained a 'Bandage Roll' #2688593.
[21:38:43	]Testy Mc Test Face has hit C24.CPT.KRAAS-44 in the left arm dealing 4 damage (CritChance was 0.39).
[21:38:43	]C24.CPT.KRAAS-44 has taken 4 damage from Testy Mc Test Face.
[21:38:44	]Pavel Artyomov is fully healed.
[21:38:44	]Arnold White ran 'use' on item 'Bandage Roll' (#2688581)
[21:38:44	]Arnold White was bandaged by Arnold White for 15 HP.
[21:38:45	][OOC] Hank J. Wimleton: Yeah this is why You hit your target at 52 meters in the chest, dealing 4 damage to their armor.
[21:38:45	]Arnold White ran 'drop' on item 'Bandage Roll' (#2688593)
[21:38:45	]Arnold White has lost a 'Bandage Roll' #2688593.
[21:38:45	]Testy Mc Test Face is fully healed.
[21:38:47	]Arnold White has critically hit C24:i3.DEFENDER-50 in the head dealing 20 damage (CritChance was 0.13).
[21:38:47	]C24:i3.DEFENDER-50 has taken 20 damage from Arnold White.
[21:38:47	]Arnold White has hit C24:i3.DEFENDER-50 in the head dealing 10 damage (CritChance was 0.13).
[21:38:47	]C24:i3.DEFENDER-50 was knocked unconscious and is bleeding out.
[21:38:48	][OOC] Bob Good: what do I do when i die 
[21:38:49	]C24:i5.COURIER-06 has hit Arnold White in the chest dealing 8 damage (CritChance was 0.22).
[21:38:49	]Arnold White has taken 8 damage from C24:i5.COURIER-06.
[21:38:50	]Esteban Torres used command '/PlaySong https://www.youtube.com/watch?v=r-aZ9MpzmuI 0 195283982'.
[21:38:50	]C24:i69.AMPUTADO-420 has hit joey salads weapon test :) in the right leg dealing 4 damage (CritChance was 0.22).
[21:38:50	]joey salads weapon test :) has taken 4 damage from C24:i69.AMPUTADO-420.
[21:38:50	]C24:i69.AMPUTADO-420 has hit joey salads weapon test :) in the right arm dealing 4 damage (CritChance was 0.22).
[21:38:50	]joey salads weapon test :) has taken 4 damage from C24:i69.AMPUTADO-420.
