[13:27:13	]Ozzekiel has connected.
[18:20:01	]1231 3123 has taken 40 damage from Gah'Lung'Gah.
[18:20:01	]Male_07 has taken 40 damage from Gah'Lung'Gah.
[18:20:01	]vortivort has taken 40 damage from Gah'Lung'Gah.
[18:20:02	]Gah'Lung'Gah has taken 40 damage from vortivort.
[18:20:02	]Male_07 has taken 40 damage from vortivort.
[18:20:05	]Golongo has taken 40 damage from Gah'Lung'Gah.
[18:20:05	]Male_07 was knocked unconscious and is bleeding out.
[18:20:05	]vortivort has taken 40 damage from Gah'Lung'Gah.
[18:20:05	]Golongo has taken 40 damage from vortivort.
[18:20:05	]Gah'Lung'Gah was knocked unconscious and is bleeding out.
[18:20:07	]1231 3123 used command '/SetVortalEnergy ^ 10000000e+25'.
[18:20:07	]Alessiodoomboy created the character 'THE VORTICOCK'
[18:20:08	]Golongo has taken 40 damage from vortivort.
[18:20:08	]Gah'Lung'Gah was killed while bleeding out.
[18:20:08	]vortivort has killed Gah'Lung'Gah with ix_vortslam.
[18:20:08	]Male_07 was killed while bleeding out.
[18:20:08	]vortivort has killed Male_07 with ix_vortslam.
[18:20:09	]Golongo is fully healed.
[18:20:10	]Gah'Lung'Gah used command '/CharGetUp'.
[18:20:12	]Golongo has taken 40 damage from vortivort.
[18:20:12	]vortivort ran SAM command 'hp' with arguments: '^' '200'
[18:20:14	]Golongo is fully healed.
[18:20:14	]vortivort is fully healed.
[18:20:15	]Golongo used command '/VortStun e'.
[18:20:17	]1231 3123 ran SAM command 'hp' with arguments: '^' '2e+5'
[18:20:19	]Golongo used command '/VortStun'.
[18:20:19	]1231 3123 is fully healed.
[18:20:20	]1231 3123 ran SAM command 'hp' with arguments: '^' '2e+500'
[18:20:21	]Golongo used command '/VortStun'.
[18:20:21	]Alessiodoomboy has unloaded their "Male_07" character.
[18:20:23	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:20:23	]1231 3123 ran SAM command 'hp' with arguments: '^' '2e+9999'
[18:20:24	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:20:24	]Golongo used command '/VortStun'.
[18:20:24	]vortivort ran SAM command 'hp' with arguments: '^' '9213921'
[18:20:29	][IC] Golongo: Cooking.
[18:20:32	]Golongo used command '/VortStun'.
[18:20:32	][IC] 1231 3123: Cooking.
[18:20:33	][IC] vortivort: Cooking.
[18:20:33	][IC] 1231 3123: Cooking.
[18:20:34	]Gah'Lung'Gah ran SAM command 'hp' with arguments: 'Gah' '10000000000000000000000000000000000'
[18:20:37	][IC] Gah'Lung'Gah: Cooking.
[18:20:38	][IC] Gah'Lung'Gah: Cooking.
[18:20:39	]Golongo used command '/VortStun'.
[18:20:39	][IC] Gah'Lung'Gah: Cooking.
[18:20:40	][IC] Gah'Lung'Gah: Cooking.
[18:20:40	]Golongo used command '/VortStun'.
[18:20:41	][IC] Gah'Lung'Gah: Cooking.
[18:20:41	][IC] Gah'Lung'Gah: Cooking.
[18:20:47	][IC] Golongo: So how to do special stuff?
[18:20:51	][IC] Golongo: I have set my lvl to 50.
[18:20:51	][IC] vortivort: Like what?
[18:20:55	][IC] vortivort: Reload your character.
[18:20:56	][IC] Golongo: The shield you have.
[18:20:59	][IC] Golongo: Oh.
[18:20:59	]1231 3123 has taken 11 damage from Gah'Lung'Gah.
[18:20:59	]1231 3123 is fully healed.
[18:20:59	][OOC] 1231 3123: btw, it seems like I can't turn off the shield
[18:21:02	]Alessiodoomboy created the character 'THE VORTICOCK'
[18:21:02	]Alessiodoomboy loaded the character 'THE VORTICOCK'
[18:21:04	][OOC] 1231 3123: after death especially
[18:21:12	]Hiros | Error 410 has unloaded their "Golongo" character.
[18:21:13	][OOC] Gah'Lung'Gah: yeah vortishield is say
[18:21:14	]Gah'Lung'Gah used command '/EnterMeditation'.
[18:21:18	][IC] Gah'Lung'Gah: Gaaaaah.
[18:21:19	][OOC] vortivort: even with RMB?
[18:21:20	]Hiros | Error 410 loaded the character 'Golongo'
[18:21:21	][IC] Gah'Lung'Gah: Lungaaaaaaah.
[18:21:21	][OOC] 1231 3123: yeah
[18:21:24	]Gah'Lung'Gah used command '/vortessence'.
[18:21:31	][OOC] vortivort: i havent change vort shield but i can fix that
[18:21:32	]1231 3123 used command '/SetVortalEnergy ^ 10000000e+25'.
[18:21:34	][OOC] vortivort: gimme a moment
[18:21:35	]Golongo used command '/ToggleRaise'.
[18:21:38	][OOC] THE VORTICOCK: wait, vortibeams bounce?
[18:21:43	][OOC] 1231 3123: ah, it fixed when I set my vortal energy to max
[18:21:43	][OOC] vortivort: no
[18:21:43	]1231 3123 has taken 15 damage from Golongo.
[18:21:43	]Gah'Lung'Gah has taken 15 damage from Golongo.
[18:21:43	]THE VORTICOCK has taken 15 damage from Golongo.
[18:21:43	]vortivort has taken 15 damage from Golongo.
[18:21:43	]vortivort has taken 1 damage from entityflame.
[18:21:43	]1231 3123 has taken 1 damage from entityflame.
[18:21:43	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:43	]vortivort has taken 1 damage from entityflame.
[18:21:43	]1231 3123 has taken 1 damage from entityflame.
[18:21:43	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:44	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:44	]vortivort has taken 1 damage from entityflame.
[18:21:44	]1231 3123 has taken 1 damage from entityflame.
[18:21:44	]1231 3123 has taken 1 damage from entityflame.
[18:21:44	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:44	]vortivort has taken 1 damage from entityflame.
[18:21:44	]1231 3123 has taken 1 damage from entityflame.
[18:21:44	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:44	]vortivort has taken 1 damage from entityflame.
[18:21:44	]1231 3123 is fully healed.
[18:21:44	]1231 3123 has taken 1 damage from entityflame.
[18:21:44	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:44	]vortivort has taken 1 damage from entityflame.
[18:21:44	]vortivort is fully healed.
[18:21:44	]1231 3123 has taken 1 damage from entityflame.
[18:21:44	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:44	]vortivort has taken 1 damage from entityflame.
[18:21:45	]1231 3123 has taken 1 damage from entityflame.
[18:21:45	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:45	]vortivort has taken 1 damage from entityflame.
[18:21:45	]1231 3123 has taken 1 damage from entityflame.
[18:21:45	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:45	]vortivort has taken 1 damage from entityflame.
[18:21:45	]1231 3123 has taken 1 damage from entityflame.
[18:21:45	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:45	]vortivort has taken 1 damage from entityflame.
[18:21:45	]1231 3123 has taken 1 damage from entityflame.
[18:21:45	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:45	]vortivort has taken 1 damage from entityflame.
[18:21:45	]1231 3123 has taken 1 damage from entityflame.
[18:21:45	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:45	]vortivort has taken 1 damage from entityflame.
[18:21:46	]1231 3123 has taken 1 damage from entityflame.
[18:21:46	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:46	]vortivort has taken 1 damage from entityflame.
[18:21:46	]1231 3123 has taken 1 damage from entityflame.
[18:21:46	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:46	]vortivort has taken 1 damage from entityflame.
[18:21:46	]1231 3123 has taken 1 damage from entityflame.
[18:21:46	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:46	]vortivort has taken 1 damage from entityflame.
[18:21:46	]1231 3123 has taken 1 damage from entityflame.
[18:21:46	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:46	]vortivort has taken 1 damage from entityflame.
[18:21:46	]1231 3123 has taken 1 damage from entityflame.
[18:21:46	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:46	]vortivort has taken 1 damage from entityflame.
[18:21:47	]Golongo has taken 59 damage from THE VORTICOCK.
[18:21:47	]1231 3123 has taken 1 damage from entityflame.
[18:21:47	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:47	]vortivort has taken 1 damage from entityflame.
[18:21:47	]1231 3123 has taken 1 damage from entityflame.
[18:21:47	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:47	]vortivort has taken 1 damage from entityflame.
[18:21:47	]1231 3123 has taken 1 damage from entityflame.
[18:21:47	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:47	]vortivort has taken 1 damage from entityflame.
[18:21:47	]1231 3123 has taken 1 damage from entityflame.
[18:21:47	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:47	]vortivort has taken 1 damage from entityflame.
[18:21:47	]1231 3123 has taken 1 damage from entityflame.
[18:21:47	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:47	]vortivort has taken 1 damage from entityflame.
[18:21:48	]1231 3123 has taken 1 damage from entityflame.
[18:21:48	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:48	]vortivort has taken 1 damage from entityflame.
[18:21:48	]1231 3123 has taken 1 damage from entityflame.
[18:21:48	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:48	]vortivort has taken 1 damage from entityflame.
[18:21:48	]1231 3123 has taken 1 damage from entityflame.
[18:21:48	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:48	]vortivort has taken 1 damage from entityflame.
[18:21:48	]1231 3123 has taken 1 damage from entityflame.
[18:21:48	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:48	]vortivort has taken 1 damage from entityflame.
[18:21:48	]1231 3123 has taken 1 damage from entityflame.
[18:21:48	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:48	]vortivort has taken 1 damage from entityflame.
[18:21:49	]1231 3123 has taken 1 damage from entityflame.
[18:21:49	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:49	]vortivort has taken 1 damage from entityflame.
[18:21:49	]1231 3123 has taken 1 damage from entityflame.
[18:21:49	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:49	]vortivort has taken 1 damage from entityflame.
[18:21:49	]1231 3123 entered observer.
[18:21:49	]1231 3123 has taken 1 damage from entityflame.
[18:21:49	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:49	]vortivort has taken 1 damage from entityflame.
[18:21:49	]1231 3123 is fully healed.
[18:21:49	]1231 3123 has taken 1 damage from entityflame.
[18:21:49	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:49	]vortivort has taken 1 damage from entityflame.
[18:21:49	]vortivort is fully healed.
[18:21:49	]1231 3123 has taken 1 damage from entityflame.
[18:21:49	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:49	]vortivort has taken 1 damage from entityflame.
[18:21:50	]1231 3123 has taken 1 damage from entityflame.
[18:21:50	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:50	]vortivort has taken 1 damage from entityflame.
[18:21:50	]1231 3123 has taken 1 damage from entityflame.
[18:21:50	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:50	]vortivort has taken 1 damage from entityflame.
[18:21:50	]1231 3123 has taken 1 damage from entityflame.
[18:21:50	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:50	]vortivort has taken 1 damage from entityflame.
[18:21:50	]1231 3123 has taken 1 damage from entityflame.
[18:21:50	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:50	]vortivort has taken 1 damage from entityflame.
[18:21:50	]Gah'Lung'Gah has taken 40 damage from Golongo.
[18:21:50	]THE VORTICOCK has taken 40 damage from Golongo.
[18:21:50	]vortivort has taken 40 damage from Golongo.
[18:21:50	]1231 3123 has taken 1 damage from entityflame.
[18:21:50	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:50	]vortivort has taken 1 damage from entityflame.
[18:21:51	]1231 3123 has taken 1 damage from entityflame.
[18:21:51	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:51	]vortivort has taken 1 damage from entityflame.
[18:21:51	]1231 3123 has taken 1 damage from entityflame.
[18:21:51	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:51	]vortivort has taken 1 damage from entityflame.
[18:21:51	]1231 3123 has taken 1 damage from entityflame.
[18:21:51	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:51	]vortivort has taken 1 damage from entityflame.
[18:21:51	]1231 3123 exited observer at their location.
[18:21:51	]1231 3123 has taken 1 damage from entityflame.
[18:21:51	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:51	]vortivort has taken 1 damage from entityflame.
[18:21:51	]1231 3123 entered observer.
[18:21:51	]1231 3123 has taken 1 damage from entityflame.
[18:21:51	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:51	]vortivort has taken 1 damage from entityflame.
[18:21:52	]1231 3123 has taken 1 damage from entityflame.
[18:21:52	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:52	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:52	]vortivort has taken 1 damage from entityflame.
[18:21:52	]1231 3123 exited observer at their location.
[18:21:52	]1231 3123 has taken 1 damage from entityflame.
[18:21:52	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:52	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:52	]vortivort has taken 1 damage from entityflame.
[18:21:52	]1231 3123 has taken 1 damage from entityflame.
[18:21:52	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:52	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:52	]vortivort has taken 1 damage from entityflame.
[18:21:52	]1231 3123 entered observer.
[18:21:52	]1231 3123 has taken 1 damage from entityflame.
[18:21:52	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:52	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:52	]vortivort has taken 1 damage from entityflame.
[18:21:52	][OOC] vortivort: oh lol
[18:21:52	]1231 3123 has taken 1 damage from entityflame.
[18:21:52	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:52	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:52	]vortivort has taken 1 damage from entityflame.
[18:21:53	]1231 3123 has taken 1 damage from entityflame.
[18:21:53	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:53	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:53	]vortivort has taken 1 damage from entityflame.
[18:21:53	]1231 3123 exited observer at their location.
[18:21:53	]1231 3123 has taken 1 damage from entityflame.
[18:21:53	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:53	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:53	]vortivort has taken 1 damage from entityflame.
[18:21:53	]1231 3123 has taken 1 damage from entityflame.
[18:21:53	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:53	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:53	]vortivort has taken 1 damage from entityflame.
[18:21:53	]Golongo has taken 59 damage from THE VORTICOCK.
[18:21:53	]1231 3123 entered observer.
[18:21:53	]1231 3123 has taken 1 damage from entityflame.
[18:21:53	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:53	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:53	]vortivort has taken 1 damage from entityflame.
[18:21:53	]1231 3123 has taken 1 damage from entityflame.
[18:21:53	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:53	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:53	]vortivort has taken 1 damage from entityflame.
[18:21:54	]THE VORTICOCK has taken 0 damage from entityflame.
[18:21:54	]1231 3123 has taken 1 damage from entityflame.
[18:21:54	]Gah'Lung'Gah has taken 1 damage from entityflame.
[18:21:54	]THE VORTICOCK has taken 1 damage from entityflame.
[18:21:54	]vortivort has taken 1 damage from entityflame.
[18:21:54	]1231 3123 has taken 1 damage from entityflame.
