[05:50:28	]ryebredd has connected.
[21:17:33	]Manhack has added area "Industrial Sector Two".
[21:17:40	]Manhack has removed area "Industrial Sector Two".
[21:18:00	]Manhack has added area "Industrial Funneling Zone".
[21:18:04	]Manhack exited observer at their location.
[21:18:09	]Manhack entered observer.
[21:18:11	]Manhack used command '/AreaEdit'.
[21:18:50	]Manhack has added area "Industrial Funnelling Zone - Street".
[21:19:07	]Lt. Adriana Dish has given himself a capda.
[21:19:07	]Lt. Adriana Dish has gained a 'Civil Administration PDA' #1584013.
[21:19:08	]Lt. Adriana Dish ran 'Equip' on item 'Civil Administration PDA' (#1584013)
[21:20:11	]Manhack has added area "Industrial Import Zone".
[21:20:40	]Lt. Adriana Dish used command '/SetCombineDoor'.
[21:20:52	]Lt. Adriana Dish used command '/SetCombineDoor'.
[21:21:02	]Lt. Adriana Dish used command '/SetCombineDoor'.
[21:21:17	]Manhack has added area "Nostalgia-Retro Cybercafe".
[21:21:22	]Manhack exited observer at their location.
[21:21:34	]Manhack entered observer.
[21:21:38	]Manhack used command '/AreaEdit'.
[21:22:19	]Manhack has added area "The Back (Remnant Checkpoint)".
[21:22:25	]Manhack exited observer at their location.
[21:22:37	]Manhack entered observer.
[21:22:40	]Manhack exited observer at their location.
[21:22:47	]Manhack entered observer.
[21:22:49	]Manhack used command '/AreaEdit'.
[21:22:58	][OOC] Manhack: Gonna not spam the areas.
[21:23:04	][OOC] Manhack: Otherwise the playthrough is just
[21:23:08	][OOC] Manhack: FILLED WITH THAT TEXT on your screen
[21:23:10	]Manhack has removed area "PEN-STATION INDUSTRIAL BARRIER".
[21:23:16	]Manhack has removed area "Industrial Funnelling Zone - Street".
[21:23:54	][OOC] Lt. Adriana Dish: You can set it so it doesn't show
[21:23:59	]Manhack has added area "The Ruins".
[21:24:06	]Manhack exited observer at their location.
[21:24:09	][OOC] Lt. Adriana Dish: In the area settings when you create one
[21:24:12	][OOC] Manhack: yeah
[21:24:13	]Manhack entered observer.
[21:24:15	]Manhack used command '/AreaEdit'.
[21:24:25	]Manhack has removed area "Chestnut Cafe".
[21:24:34	]Manhack has removed area "The End-Road Bar".
[21:24:40	][OOC] Lt. Adriana Dish: Combine tools need an area and so does admin tools otherwise it just says "Died at unknown location"
[21:26:06	]Manhack has added area "The Barrier".
[21:26:08	]Manhack exited observer at their location.
[21:26:12	]Manhack entered observer.
[21:26:18	]Manhack exited observer at their location.
[21:26:32	]Manhack entered observer.
[21:26:34	]Manhack exited observer at their location.
[21:26:34	]Manhack entered observer.
[21:26:35	]Manhack used command '/AreaEdit'.
[21:27:29	]Manhack opened the 'Dumpster' #71542 container.
[21:27:31	]Manhack closed the 'Dumpster' #71542 container.
[21:27:44	]Manhack exited observer at their location.
[21:27:47	]Manhack entered observer.
[21:28:04	]Manhack exited observer at their location.
[21:28:05	]Manhack entered observer.
[21:28:06	]Manhack exited observer at their location.
[21:28:08	]Manhack entered observer.
[21:28:11	]Manhack used command '/AreaEdit'.
[21:28:30	]Manhack exited observer at their location.
[21:28:44	]Manhack entered observer.
[21:28:44	]Manhack exited observer at their location.
[21:28:46	]Manhack entered observer.
[21:28:52	]Manhack used command '/AreaEdit'.
[21:29:09	][OOC] Lt. Adriana Dish: Can you send me the link to this
[21:29:17	][OOC] Manhack: the music?
[21:29:24	][OOC] Lt. Adriana Dish: Yea
[21:29:26	][OOC] Manhack: https://www.youtube.com/watch?v=J8Vzf6ZGtgU
[21:29:36	][OOC] Manhack: I take it, for you, it really fits the atmosphere
[21:29:43	][OOC] Manhack: And you're immersed.
[21:29:45	]Manhack exited observer at their location.
[21:29:46	][OOC] Lt. Adriana Dish: Im thinking about creating another SS Trailer.
[21:29:47	]Manhack entered observer.
[21:29:48	][OOC] Lt. Adriana Dish: Also yes
[21:29:59	]Lt. Adriana Dish exited observer at their location.
[21:30:06	][OOC] Manhack: I know why, the embeddment with the scientist talks in the background.
[21:30:10	][OOC] Lt. Adriana Dish: I feel like I shouldn't be flying around when listening to it.
[21:30:15	][OOC] Lt. Adriana Dish: Yea
[21:30:23	][OOC] Manhack: And what sounds like a distress signal by the end.
[21:30:25	][OOC] Manhack: Eery.
[21:30:26	][OOC] Lt. Adriana Dish: One of the dudes wants to do a Black-Mesa event so it fits
[21:30:36	][OOC] Manhack: I live to pleasurise, m8
[21:31:00	][OOC] Manhack: In Quantum - Anno MMLXXIV
[21:31:19	][OOC] Manhack: 17:00 minutes in
[21:31:43	]Manhack used command '/AreaEdit'.
[21:32:31	]Manhack has added area "CLC Checkpoint".
[21:32:38	]Manhack has removed area "CLC Checkpoint".
[21:32:57	]Manhack has added area "CLC Checkpoint".
[21:33:09	][OOC] Manhack: We're going in the right direction.
[21:33:18	]Lt. Adriana Dish entered observer.
[21:33:20	][OOC] Manhack: Not doing so will be community suicide.
[21:33:27	][OOC] Lt. Adriana Dish: I feel like we are.
[21:33:34	][OOC] Lt. Adriana Dish: This music has convinced me
[21:34:10	][OOC] Manhack: I have an idea.
[21:34:17	][OOC] Manhack: The Overwatch Trauma Team being part of the CLC forces here.
[21:34:20	][OOC] Manhack: Those models...
[21:34:33	][OOC] Manhack: The yellow eyes staring death in your face.
[21:34:54	]Manhack used command '/AreaEdit'.
[21:35:09	][OOC] Lt. Adriana Dish: Oh yea, I should mention
[21:35:16	][OOC] Lt. Adriana Dish: Actually, join a VC if you can
[21:35:28	][OOC] Lt. Adriana Dish: Your room or somethin
[21:36:36	]Manhack used command '/AreaEdit'.
[21:37:42	]Manhack has added area "Formally District Seven...".
[21:37:50	]Manhack exited observer at their location.
[21:37:55	]Manhack entered observer.
[21:38:07	]Manhack exited observer at their location.
[21:38:08	]Manhack entered observer.
[21:38:14	]Manhack used command '/AreaEdit'.
[21:38:22	]Manhack exited observer at their location.
[21:38:22	]Manhack entered observer.
[21:38:23	]Manhack exited observer at their location.
[21:38:24	]Manhack entered observer.
[21:38:25	]Manhack exited observer at their location.
[21:38:25	]Manhack entered observer.
[21:38:26	]Manhack exited observer at their location.
[21:38:26	]Manhack entered observer.
[21:38:27	]Manhack exited observer at their location.
[21:38:27	]Manhack entered observer.
[21:38:28	]Manhack exited observer at their location.
[21:38:29	]Manhack entered observer.
[21:38:29	]Manhack exited observer at their location.
[21:38:33	]Manhack entered observer.
[21:38:35	]Manhack exited observer at their location.
[21:38:36	]Manhack entered observer.
[21:38:37	]Manhack exited observer at their location.
[21:38:38	]Manhack entered observer.
[21:38:40	]Manhack exited observer at their location.
[21:38:41	]Manhack entered observer.
[21:38:42	]Manhack exited observer at their location.
[21:38:47	]Manhack entered observer.
[21:39:14	]Manhack used command '/AreaEdit'.
[21:39:30	]Manhack has removed area "Formally District Seven...".
[21:40:05	]Manhack has added area "The Dead End".
[21:40:11	]Lt. Adriana Dish used command '/AreaEdit'.
[21:40:42	]Manhack has added area "Formally District Seven".
[21:40:48	]Manhack exited observer at their location.
[21:40:51	]Manhack entered observer.
[21:41:02	]Lt. Adriana Dish exited observer at their location.
[21:41:07	]Manhack used command '/AreaEdit'.
[21:41:07	]Lt. Adriana Dish entered observer.
[21:41:19	]Manhack exited observer at their location.
[21:41:34	]Manhack entered observer.
[21:41:40	]Manhack exited observer at their location.
[21:41:41	]Manhack entered observer.
[21:41:41	]Manhack exited observer at their location.
[21:41:43	]Manhack entered observer.
[21:41:44	]Manhack exited observer at their location.
[21:41:46	]Manhack entered observer.
[21:42:04	]Manhack used command '/AreaEdit'.
[21:42:31	]Manhack has added area "The Warehouse".
[21:42:35	]Manhack used command '/AreaEdit'.
[21:43:23	]Manhack used command '/AreaEdit'.
[21:43:47	]Manhack exited observer at their location.
[21:43:48	]Manhack entered observer.
[21:44:00	]Manhack exited observer at their location.
[21:44:02	]Manhack entered observer.
[21:44:06	]Manhack exited observer at their location.
[21:44:07	]Manhack entered observer.
[21:44:10	]Manhack exited observer at their location.
[21:44:13	]Manhack entered observer.
[21:45:33	]Manhack used command '/AreaEdit'.
[21:46:50	]Manhack has added area "DX-509".
[21:46:57	]Manhack exited observer at their location.
[21:47:15	]Manhack entered observer.
[21:47:17	]Manhack used command '/AreaEdit'.
[21:48:25	]Manhack has added area "The Big Empty".
[21:48:32	]Manhack exited observer at their location.
[21:48:47	]Manhack entered observer.
[21:49:17	]Manhack exited observer at their location.
[21:49:17	]Manhack entered observer.
[21:49:29	]Manhack exited observer at their location.
[21:49:38	]Manhack entered observer.
[21:49:47	]Lt. Adriana Dish exited observer at their location.
[21:49:48	]Lt. Adriana Dish entered observer.
[21:49:51	]Lt. Adriana Dish used command '/AreaEdit'.
[21:49:54	]Manhack used command '/AreaEdit'.
[21:49:59	]Lt. Adriana Dish exited observer at their location.
[21:50:11	]Lt. Adriana Dish entered observer.
[21:50:13	]Manhack has added area "The Lookout".
[21:50:19	]Manhack exited observer at their location.
[21:50:23	]Manhack entered observer.
[21:50:25	]Manhack used command '/AreaEdit'.
[21:50:57	]Manhack exited observer at their location.
[21:50:59	]Manhack entered observer.
[21:51:00	]ZeroPants has connected.
[21:51:01	]Manhack exited observer at their location.
[21:51:01	]Manhack used the 'S10:\\CMD-VEND-504' vendor.
[21:51:02	]Manhack used the 'S10:\\CMD-VEND-504' vendor.
[21:51:05	]Manhack ran SAM command 'menu' with arguments: ''
[21:51:08	]Manhack ran SAM command 'setrank' with arguments: '#2' 'community_manager' '720'
[21:51:13	]Manhack ran SAM command 'setrank' with arguments: '#3' 'community_manager' '720'
[21:51:15	]Manhack entered observer.
[21:51:30	]Lt. Adriana Dish exited observer at their location.
[21:51:41	]Manhack used command '/AreaEdit'.
[21:51:50	]Lt. Adriana Dish entered observer.
[21:52:02	]ZeroPants loaded the character 'Ilya Zima'
[21:52:07	]Ilya Zima is fully healed.
[21:52:17	]Lt. Adriana Dish exited observer at their location.
[21:52:17	]Ilya Zima used command '/ToggleGM'.
[21:52:17	]Ilya Zima entered observer.
[21:52:18	]Ilya Zima exited observer at their location.
[21:52:20	][IC] Ilya Zima: Hi.
[21:52:22	][IC] Lt. Adriana Dish: Hi.
[21:52:24	][IC] Ilya Zima: Hi.
[21:52:27	][IC] Lt. Adriana Dish: Hi.
[21:52:28	][IC] Ilya Zima: Gi.
[21:52:29	][IC] Lt. Adriana Dish: Combine!
[21:52:31	][IC] Ilya Zima: Hi.
[21:52:31	][IC] Ilya Zima: Hi.
[21:52:32	][IC] Lt. Adriana Dish: Combine!
[21:52:32	][IC] Ilya Zima: Hi.
[21:52:33	][IC] Lt. Adriana Dish: Combine!
[21:52:33	][IC] Lt. Adriana Dish: Combine!
[21:52:33	][IC] Ilya Zima: Hi.
[21:52:34	][IC] Ilya Zima: Hi.
[21:52:34	][IC] Lt. Adriana Dish: Combine!
[21:52:35	][IC] Ilya Zima: Ih.
[21:52:35	][IC] Lt. Adriana Dish: Combine!
[21:52:36	][IC] Lt. Adriana Dish: Combine!
[21:52:37	][IC] Lt. Adriana Dish: Combine!
[21:52:37	][IC] Lt. Adriana Dish: Combine!
[21:52:39	][IC] Lt. Adriana Dish: Combine!
[21:52:40	][IC] Lt. Adriana Dish: Combine!
[21:52:41	][IC] Ilya Zima: Hi.
[21:52:41	][IC] Ilya Zima: Hi.
[21:52:43	][IC] Ilya Zima: Hi.
[21:52:43	][IC] Lt. Adriana Dish: Combine!
[21:52:50	][IC] Ilya Zima: When this is all over, I'm gonna mate.
[21:52:50	][IC] Ilya Zima: When this is all over, I'm gonna mate.
[21:52:51	][IC] Ilya Zima: When this is all over, I'm gonna mate.
[21:52:52	][IC] Ilya Zima: When this is all over, I'm gonna mate.
[21:52:52	][IC] Ilya Zima: When this is all over, I'm gonna mate.
[21:52:53	][IC] Ilya Zima: When this is all over, I'm gonna mate.
[21:52:55	][IC] Ilya Zima: When this is all over, I'm gonna mate.
[21:53:06	]Lt. Adriana Dish used command '/Dispatch WORSE NOT BETTER'.
[21:53:08	]Ilya Zima entered observer.
[21:53:08	]Lt. Adriana Dish used command '/Dispatch WORSE NOT BETTER'.
[21:53:11	]Ilya Zima exited observer at their location.
[21:53:51	]Manhack has added area "The NEXUS".
[21:54:05	]Lt. Adriana Dish entered observer.
[21:54:09	]Ilya Zima entered observer.
[21:54:10	]Manhack exited observer at their location.
[21:54:13	]Lt. Adriana Dish exited observer at their location.
[21:54:14	]Manhack entered observer.
[21:54:15	]Manhack used command '/AreaEdit'.
[21:54:16	]Ilya Zima exited observer at their location.
[21:54:25	][OOC] Manhack: Hello zero
[21:54:28	][OOC] Manhack: Come into VC
[21:54:29	][OOC] Ilya Zima: hello!
[21:55:10	]Manhack used command '/AreaEdit'.
[21:55:15	][OOC] Ilya Zima: im in rads headquarters vc
[21:56:01	]Ilya Zima entered observer.
[21:56:05	]Lt. Adriana Dish entered observer.
[21:56:21	]Manhack used command '/AreaEdit'.
[21:56:46	][OOC] Manhack: All areas done.
[21:56:47	]Manhack used command '/AreaEdit'.
[21:57:04	]Manhack exited observer at their location.
[21:57:07	]Manhack used command '/AreaEdit'.
[21:57:07	]Manhack entered observer.
[21:59:44	]Ilya Zima exited observer at their location.
[21:59:46	]Ilya Zima entered observer.
[22:00:20	]Manhack exited observer at their location.
[22:00:21	]Manhack entered observer.
[22:00:37	]Manhack used command '/AreaEdit'.
[22:00:57	]Manhack exited observer at their location.
[22:00:58	]Manhack entered observer.
[22:00:59	]Manhack exited observer at their location.
[22:01:02	]Manhack entered observer.
[22:01:03	]Manhack exited observer at their location.
[22:01:06	]Manhack entered observer.
[22:01:07	]Ilya Zima exited observer at their location.
[22:01:08	]Manhack used command '/AreaEdit'.
[22:02:03	]Ilya Zima entered observer.
[22:02:14	]Manhack has added area "The Accident".
[22:02:29	]Manhack exited observer at their location.
[22:02:30	]Manhack entered observer.
[22:02:31	]Manhack exited observer at their location.
[22:02:36	]Manhack entered observer.
[22:02:37	]Ilya Zima exited observer at their location.
[22:02:49	]Ilya Zima entered observer.
[22:02:53	]Ilya Zima exited observer at their location.
[22:02:54	]Ilya Zima entered observer.
[22:02:54	]Ilya Zima exited observer at their location.
[22:02:55	]Ilya Zima entered observer.
[22:02:55	]Ilya Zima exited observer at their location.
[22:03:03	]Ilya Zima entered observer.
[22:03:04	]Ilya Zima exited observer at their location.
[22:03:05	]Ilya Zima entered observer.
[22:03:05	]Ilya Zima exited observer at their location.
[22:03:06	]Ilya Zima entered observer.
[22:03:06	]Ilya Zima exited observer at their location.
[22:03:07	]Manhack exited observer at their location.
[22:03:15	]Manhack entered observer.
[22:03:16	]Manhack exited observer at their location.
[22:03:17	]Manhack entered observer.
[22:03:23	]Manhack used command '/AreaEdit'.
[22:04:26	]Manhack has added area "The Abyss".
[22:04:29	]Manhack used command '/AreaEdit'.
[22:04:35	]Manhack exited observer at their location.
[22:04:38	]Manhack entered observer.
[22:04:43	]Manhack used command '/AreaEdit'.
[22:05:13	]Ilya Zima entered observer.
[22:05:34	]Manhack used command '/AreaEdit'.
[22:05:55	]Manhack used command '/AreaEdit'.
[22:06:56	]Manhack has added area "Formally District Eight".
[22:07:11	]Manhack exited observer at their location.
[22:07:20	]Manhack entered observer.
[22:07:22	]Manhack used command '/AreaEdit'.
[22:07:53	]Ilya Zima exited observer at their location.
[22:08:14	]Ilya Zima entered observer.
[22:08:18	]Ilya Zima exited observer at their location.
[22:08:19	]Manhack exited observer at their location.
[22:08:21	]Manhack entered observer.
[22:08:26	]Ilya Zima entered observer.
[22:08:27	]Manhack is fully healed.
[22:08:29	]Ilya Zima exited observer at their location.
[22:08:31	]Manhack exited observer at their location.
[22:08:37	]Imperator RAD-X loaded the character 'Drakk'
[22:08:44	]Drakk entered observer.
[22:08:45	]Ilya Zima entered observer.
[22:08:48	]Drakk exited observer at their location.
[22:08:49	]Drakk entered observer.
[22:08:54	]Drakk exited observer at their location.
[22:08:54	]Drakk entered observer.
[22:09:03	]Drakk exited observer at their location.
[22:09:04	]Drakk entered observer.
[22:09:08	]Drakk exited observer at their location.
[22:09:10	]Ilya Zima exited observer at their location.
[22:09:10	]Ilya Zima entered observer.
[22:09:10	]Drakk entered observer.
[22:09:10	]Ilya Zima exited observer at their location.
[22:09:12	]Ilya Zima entered observer.
[22:09:20	]Drakk exited observer at their location.
