[00:00:20	][IC] Mar'Eyoo: Stop typing.
[01:22:56	]Bottom G has gained a '7rnd Desert Eagle Magazine' #1656361.
[01:22:56	]Bottom G has lost a '7rnd Desert Eagle Magazine' #1656336.
[01:22:56	]Felix has gained 0 chips.
[01:22:56	]Felix has gained a 'Buckshot Shotgun Shells' #1656526.
[01:22:57	]Felix has gained 0 chips.
[01:22:57	]Felix has gained a 'Buckshot Shotgun Shells' #1656527.
[01:22:58	]Sydnye Rodgers used command '/CharSearch'.
[01:22:58	]C24:i2.VICE-1 ran 'take' on item 'Small Bag' (#1117955)
[01:22:58	]C24:i2.VICE-1 has gained a 'Small Bag' #1117955.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656439.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656437.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656434.
[01:22:58	]C24:i2.VICE-1 has gained a 'Cigar' #1214155.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656443.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656432.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656440.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656445.
[01:22:58	]C24:i2.VICE-1 has gained a 'Repair Plating' #1186010.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656508.
[01:22:58	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656438.
[01:22:58	]C24:i2.VICE-1 has gained a 'Blank CID card' #38967.
[01:22:58	][OOC] Kaffee: its like a cage of monkeys
[01:22:58	]C24:i3.GRID-2 has gained 0 chips.
[01:22:58	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656528.
[01:22:58	]McGee used the 'John Doe' vendor.
[01:22:58	]Felix has gained 0 chips.
[01:22:58	]Felix has gained a 'Buckshot Shotgun Shells' #1656529.
[01:22:59	]C24:i3.GRID-2 has gained 0 chips.
[01:22:59	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656530.
[01:22:59	]C24:i3.GRID-2 has gained 0 chips.
[01:22:59	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656531.
[01:22:59	]C24:i2.VICE-1 ran 'take' on item 'Large Bag' (#1117956)
[01:23:00	]C24:i3.GRID-2 has gained 0 chips.
[01:23:00	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656532.
[01:23:00	]C24:RL.VICE-9 used command '/PM kaffee we need ammo for scarh also need RL armor gimme'.
[01:23:00	]C24:i3.GRID-2 has gained 0 chips.
[01:23:00	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656533.
[01:23:00	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[01:23:00	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:00	]Homat homatch ran 'combine' on item '6rnd M1014 Rounds' (#1655972)
[01:23:00	]C24:RL.XRAY-6 has gained a '20rnd DMR-magazine' #1656534.
[01:23:00	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:00	]C17:RCT.YELLO-06 has gained a 'SCAR-H' #1656535.
[01:23:00	]C24:i3.GRID-2 has gained 0 chips.
[01:23:00	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656536.
[01:23:00	]C24:i2.XRAY-1 used command '/Radio xray;1;is moving'.
[01:23:01	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:01	]C24:i2.VICE-1 ran 'take' on item 'Large Bag' (#1117956)
[01:23:01	]C24:RL.XRAY-6 has gained a '20rnd DMR-magazine' #1656537.
[01:23:01	]C24:i3.GRID-2 has gained 0 chips.
[01:23:01	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656538.
[01:23:02	]S10/SYNTH.VORTISLAVE-98 has spawned a 'NPC [1813][npc_zombie]'.
[01:23:02	]C24:i3.GRID-2 has gained 0 chips.
[01:23:02	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1656539.
[01:23:02	]Felix has gained 0 chips.
[01:23:02	]Felix has gained a 'Buckshot Shotgun Shells' #1656540.
[01:23:02	]C24:i2.VICE-1 ran 'take' on item 'Large Bag' (#1117956)
[01:23:02	]Felix has gained 0 chips.
[01:23:03	]Felix has gained a 'Buckshot Shotgun Shells' #1656541.
[01:23:03	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:03	]C17:RCT.YELLO-06 has gained a '20rnd DMR-magazine' #1656542.
[01:23:03	]Bottom G has lost a '200mm Gryphon Slide' #1656521.
[01:23:03	]C24:i3.GRID-2 has gained 0 chips.
[01:23:03	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656543.
[01:23:04	]C24:i3.GRID-2 has gained 0 chips.
[01:23:04	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:04	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656544.
[01:23:04	]C17:RCT.YELLO-06 has gained a '20rnd DMR-magazine' #1656545.
[01:23:04	]Abdul Jafarri has gained a '30rnd M4-magazine' #1656401.
[01:23:04	]Abdul Jafarri has lost a '30rnd M4-magazine' #1656305.
[01:23:04	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:05	]C17:RCT.YELLO-06 has gained a '20rnd DMR-magazine' #1656546.
[01:23:05	]Bottom G has gained a '200mm Gryphon Slide' #1656521.
[01:23:05	]Bottom G has lost a '140mm Beagle Slide' #1656520.
[01:23:06	]C24:i2.VICE-1 ran 'take' on item 'Large Bag' (#1117956)
[01:23:06	]Bottom G has gained a '140mm Beagle Slide' #1656520.
[01:23:06	]C24:RL.XRAY-6 used the 'John Doe' vendor.
[01:23:06	]McGee ran 'Equip' on item 'Flash Grenade' (#1654226)
[01:23:07	]Homat homatch has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[01:23:07	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656544)
[01:23:07	]McGee used command '/ToggleRaise'.
[01:23:08	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656543)
[01:23:08	]Abdul Jafarri ran 'combine' on item '30rnd M4-magazine' (#1656401)
[01:23:09	]Pathfinder entered observer.
[01:23:09	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:09	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656547.
[01:23:10	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:10	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656548.
[01:23:10	]Bottom G ran 'drop' on item '200mm Gryphon Slide' (#1656521)
[01:23:10	]Bottom G has lost a '200mm Gryphon Slide' #1656521.
[01:23:10	][IC] Joe Biden: <:: Haha. ::>
[01:23:10	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:10	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656549.
[01:23:10	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656469)
[01:23:11	]Bottom G ran 'drop' on item '140mm Beagle Slide' (#1656520)
[01:23:11	]Bottom G has lost a '140mm Beagle Slide' #1656520.
[01:23:11	][OOC] Sydnye Rodgers: are you saying that because we are black?
[01:23:11	]C24:i2.VICE-1 ran 'take' on item 'Large Bag' (#1117956)
[01:23:11	]C24:i2.VICE-1 has gained a 'Large Bag' #1117956.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656513.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656510.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656518.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656511.
[01:23:11	]C24:i2.VICE-1 has gained a 'Stunstick' #1117964.
[01:23:11	]C24:i2.VICE-1 has gained a 'LOTTERY TICKET - #116255' #1071234.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656509.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656517.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656514.
[01:23:11	]C24:i2.VICE-1 has gained a 'Request Device' #1117963.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656515.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656505.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656504.
[01:23:11	]C24:i2.VICE-1 has gained a 'Rifle Bullets' #1656512.
[01:23:11	]Pathfinder exited observer at their location.
[01:23:11	]C24:RL.VICE-9 used the 'John Doe' vendor.
[01:23:11	]Kranky has unloaded their "John Johnson" character.
[01:23:12	]Felix ran 'use' on item 'Bandage Roll' (#1652722)
[01:23:12	]Felix has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[01:23:12	]Felix was bandaged by Felix for 15 HP.
[01:23:12	]C17:RCT.YELLO-06 used the 'John Doe' vendor.
[01:23:13	]C24:RL.XRAY-6 ran 'combine' on item '20rnd DMR-magazine' (#1656534)
[01:23:14	]C24:i3.GRID-2 used the 'John Doe' vendor.
[01:23:14	][Y] Keiichi Ishikawa: LET US OUT OF OUR CAGE!
[01:23:15	]C24:RL.XRAY-6 ran 'combine' on item '20rnd DMR-magazine' (#1656537)
[01:23:15	][OOC] C17:RCT.YELLO-83: ayo?
[01:23:16	]C24:RL.XRAY-6 ran 'drop' on item 'Assault Rifle Bullets' (#1656523)
[01:23:16	]C24:RL.XRAY-6 has lost a 'Assault Rifle Bullets' #1656523.
[01:23:16	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[01:23:16	]C24:i3.GRID-2 has gained 0 chips.
[01:23:16	]C24:RL.XRAY-6 ran 'drop' on item 'Assault Rifle Bullets' (#1656522)
[01:23:16	]C24:RL.XRAY-6 has lost a 'Assault Rifle Bullets' #1656522.
[01:23:16	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656550.
[01:23:17	]Bottom G has gained a '7rnd Desert Eagle Magazine' #1656336.
[01:23:17	]Bottom G has lost a '7rnd Desert Eagle Magazine' #1656335.
[01:23:17	]C24:i3.GRID-2 has gained 0 chips.
[01:23:17	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656551.
[01:23:17	]C24:i3.GRID-2 has gained 0 chips.
[01:23:17	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656552.
[01:23:17	]C24:RL.XRAY-6 ran 'drop' on item 'Assault Rifle Bullets' (#1656524)
[01:23:17	]C24:RL.XRAY-6 has lost a 'Assault Rifle Bullets' #1656524.
[01:23:17	]C24:i2.VICE-1 ran 'Equip' on item 'SCAR-H' (#1656417)
[01:23:18	]Keiichi Ishikawa used the 'John Doe' vendor.
[01:23:18	]C24:RL.XRAY-6 has lost a '20rnd DMR-magazine' #1656537.
[01:23:18	]C24:i3.GRID-2 has gained 0 chips.
[01:23:18	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656553.
[01:23:18	]C24:i3.GRID-2 has gained 0 chips.
[01:23:18	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656554.
[01:23:19	]C24:RL.XRAY-6 used the 'John Doe' vendor.
[01:23:19	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:19	]Bottom G destroyed a '200mm Gryphon Slide' #1656521.
[01:23:19	]C17:RCT.YELLO-06 has gained a 'Repair Plating' #1656555.
[01:23:19	]C24:i3.GRID-2 has gained 0 chips.
[01:23:19	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656556.
[01:23:19	][IC] Homat homatch: <:: Help. ::>
[01:23:19	]C24:i2.VICE-1 has lost a '20rnd DMR-magazine' #1656427.
[01:23:20	]C24:i3.GRID-2 has gained 0 chips.
[01:23:20	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656557.
[01:23:20	]McGee used the 'John Doe' vendor.
[01:23:20	]Bottom G destroyed a '140mm Beagle Slide' #1656520.
[01:23:20	]C24:i3.GRID-2 has gained 0 chips.
[01:23:20	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656558.
[01:23:20	]C24:RL.VICE-9 has gained 0 chips.
[01:23:21	][IC] C24:i2.XRAY-1: <:: Amputate. ::>
[01:23:21	]C24:RL.VICE-9 has gained 0 chips.
[01:23:21	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:21	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656559.
[01:23:21	][IC] Homat homatch: <:: Please. ::>
[01:23:21	]Homat homatch has taken 5 damage from Joe Biden.
[01:23:21	]Joe Biden has damaged Homat homatch, dealing 5.0003 with ix_hands
[01:23:21	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:21	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656560.
[01:23:22	]Kranky loaded the character 'John Johnson'
[01:23:22	]C24:RL.VICE-9 has gained 0 chips.
[01:23:22	]C24:i2.XRAY-1 has critically hit Homat homatch dealing 39 damage (CritChance was 0.82).
[01:23:22	]Homat homatch has taken 39 damage from C24:i2.XRAY-1.
[01:23:22	]C24:i2.XRAY-1 has critically hit Homat homatch dealing 39 damage (CritChance was 0.82).
[01:23:22	]Homat homatch has taken 39 damage from C24:i2.XRAY-1.
[01:23:22	]C24:i2.XRAY-1 has critically hit Homat homatch dealing 39 damage (CritChance was 0.82).
[01:23:22	]Homat homatch was knocked unconscious and is bleeding out.
[01:23:22	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:22	]C24:RL.VICE-9 has gained 0 chips.
[01:23:22	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656561.
[01:23:22	]Bottom G has gained a '7rnd Desert Eagle Magazine' #1656335.
[01:23:22	]Bottom G has lost a '7rnd Desert Eagle Magazine' #1656336.
[01:23:22	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:22	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656562.
[01:23:22	]C17:RCT.YELLO-06 used the 'John Doe' vendor.
[01:23:22	]S10/SYNTH.VORTISLAVE-98 has spawned a 'NPC [2230][npc_zombie]'.
[01:23:23	]C24:RL.VICE-9 has gained 0 chips.
[01:23:23	][IC] Homat homatch: <:: No. ::>
[01:23:23	]C24:RL.VICE-9 has gained 0 chips.
[01:23:24	]C24:RL.VICE-9 has gained 0 chips.
[01:23:24	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656552)
[01:23:24	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:24	]C17:RCT.YELLO-06 has gained a 'Assault Rifle Bullets' #1656563.
[01:23:24	]C24:RL.VICE-9 has gained 0 chips.
[01:23:24	][IC] Kaffee: Dmr is scar ammo right.
[01:23:25	]Chen Fa ran 'take' on item 'AKM' (#1656119)
[01:23:25	]C24:RL.VICE-9 has gained 0 chips.
[01:23:25	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656551)
[01:23:26	][IC] Joe Biden: <:: Haha. ::>
[01:23:26	][IC] Kaffee: Rifle.
[01:23:26	]C24:RL.VICE-9 has gained 0 chips.
[01:23:26	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656550)
[01:23:26	]C24:RL.VICE-9 has gained 0 chips.
[01:23:27	]C24:RL.VICE-9 has gained 0 chips.
[01:23:27	]C24:RL.VICE-9 has gained 0 chips.
[01:23:28	]Chen Fa ran 'drop' on item 'Casual Grey' (#1220765)
[01:23:28	]Chen Fa has lost a 'Casual Grey' #1220765.
[01:23:28	]C24:RL.VICE-9 has gained 0 chips.
[01:23:28	]Kaffee has used a context menu option with the name: vendor_edit
[01:23:28	]Chen Fa ran 'drop' on item 'Grey Trousers' (#1220764)
[01:23:28	]Chen Fa has lost a 'Grey Trousers' #1220764.
[01:23:28	]C17:RCT.YELLO-06 ran 'drop' on item 'Assault Rifle Bullets' (#1656563)
[01:23:28	]C17:RCT.YELLO-06 has lost a 'Assault Rifle Bullets' #1656563.
[01:23:28	]C24:RL.VICE-9 has gained 0 chips.
[01:23:29	]C24:i2.XRAY-1 used command '/Amputate gay'.
[01:23:29	]C17:RCT.YELLO-06 used the 'John Doe' vendor.
[01:23:29	][IC] Chombo-Baraka-Babayabo-Barry: Fearrp.
[01:23:29	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:29	]C24:RL.VICE-9 has gained 0 chips.
[01:23:29	]C24:RL.XRAY-6 has gained a '20rnd DMR-magazine' #1656564.
[01:23:29	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:29	]C24:RL.XRAY-6 has gained a '20rnd DMR-magazine' #1656565.
[01:23:29	]Chen Fa ran 'take' on item 'AKM' (#1656119)
[01:23:29	]Chen Fa has gained a 'AKM' #1656119.
[01:23:29	]C24:RL.VICE-9 has gained 0 chips.
[01:23:30	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:30	]C24:RL.XRAY-6 has gained a '20rnd DMR-magazine' #1656566.
[01:23:30	]Sydnye Rodgers ran 'drop' on item 'Medium Kevlar Uniform' (#1656206)
[01:23:30	]Sydnye Rodgers has lost a 'Medium Kevlar Uniform' #1656206.
[01:23:30	]C24:RL.VICE-9 has gained 0 chips.
[01:23:30	]C24:RL.VICE-9 has gained 0 chips.
[01:23:31	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:31	]C24:i3.GRID-2 ran 'drop' on item '20rnd DMR-magazine' (#1656554)
[01:23:31	]C24:i3.GRID-2 has lost a '20rnd DMR-magazine' #1656554.
[01:23:31	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656567.
[01:23:31	]C24:RL.VICE-9 has gained 0 chips.
[01:23:31	]Sydnye Rodgers ran 'take' on item 'Medium Kevlar Uniform' (#1656151)
[01:23:31	]Sydnye Rodgers has gained a 'Medium Kevlar Uniform' #1656151.
[01:23:31	]C24:i2.XRAY-1 used command '/Amputate gay'.
[01:23:31	]Bottom G ran SAM command 'sethp' with arguments: 'bottom' '10000000000000000000000000000000000'
[01:23:31	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:31	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656568.
[01:23:31	]C24:RL.VICE-9 has gained 0 chips.
[01:23:32	]C24:i3.GRID-2 ran 'drop' on item '20rnd DMR-magazine' (#1656553)
[01:23:32	]C24:i3.GRID-2 has lost a '20rnd DMR-magazine' #1656553.
[01:23:32	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:32	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656569.
[01:23:32	]C24:RL.VICE-9 has gained 0 chips.
[01:23:32	]C24:i3.GRID-2 ran 'drop' on item '20rnd DMR-magazine' (#1656556)
[01:23:32	]C24:i3.GRID-2 has lost a '20rnd DMR-magazine' #1656556.
[01:23:32	][LOOC] C17:RCT.YELLO-83: kaffee i beg you put a suitcase in here
[01:23:32	]Chen Fa ran 'Equip' on item 'AKM' (#1656119)
[01:23:32	]C24:i2.XRAY-1 has critically hit Homat homatch in the left leg dealing 185 damage (CritChance was 0.70).
[01:23:32	]C24:i2.XRAY-1 has killed Homat homatch with player.
[01:23:32	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:32	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656570.
[01:23:33	]C24:RL.XRAY-6 ran 'combine' on item '20rnd DMR-magazine' (#1656564)
[01:23:33	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:33	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656571.
[01:23:33	]C24:i3.GRID-2 ran 'drop' on item '20rnd DMR-magazine' (#1656557)
[01:23:33	]C24:i3.GRID-2 has lost a '20rnd DMR-magazine' #1656557.
[01:23:33	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:33	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656572.
[01:23:33	]C24:i2.VICE-1 used the 'John Doe' vendor.
[01:23:34	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[01:23:34	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:34	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656573.
[01:23:34	]C24:i3.GRID-2 used command '/ToggleRaise'.
[01:23:34	][IC] Joe Biden: <:: War crime. ::>
[01:23:34	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:35	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656574.
[01:23:35	]C24:RL.VICE-9 ran 'drop' on item 'Assault Rifle Bullets' (#1656485)
[01:23:35	]C24:RL.VICE-9 has lost a 'Assault Rifle Bullets' #1656485.
[01:23:35	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:35	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656575.
[01:23:35	][Y] Abdul Jafarri: THE REAL GMAN FROM YOUTUBE.
[01:23:35	]C24:RL.XRAY-6 ran 'combine' on item '20rnd DMR-magazine' (#1656566)
[01:23:35	]C24:RL.VICE-9 ran 'drop' on item 'Assault Rifle Bullets' (#1656483)
[01:23:35	]C24:RL.VICE-9 has lost a 'Assault Rifle Bullets' #1656483.
[01:23:35	][IC] Bottom G: Yeah!
[01:23:35	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:35	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656576.
[01:23:35	]Homat homatch ran 'Equip' on item 'M1014' (#1655968)
[01:23:35	]C24:RL.VICE-9 ran 'drop' on item 'Assault Rifle Bullets' (#1656481)
[01:23:35	]C24:RL.VICE-9 has lost a 'Assault Rifle Bullets' #1656481.
[01:23:36	]Homat homatch has lost a '6rnd M1014 Rounds' #1655972.
[01:23:36	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:36	]C24:i2.VICE-1 has gained 0 chips.
[01:23:36	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656577.
[01:23:36	]C24:i2.VICE-1 has gained a '20rnd DMR-magazine' #1656578.
[01:23:36	]C24:RL.VICE-9 ran 'drop' on item 'SCAR-H' (#1656418)
[01:23:36	]C24:RL.VICE-9 has lost a 'SCAR-H' #1656418.
[01:23:36	]DarkMoon2112 created the character 'Charlie Dekson'
[01:23:36	]S10/SYNTH.VORTISLAVE-98 has spawned a 'NPC [2286][npc_zombie]'.
[01:23:36	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:36	]Charlie Dekson has gained a 'Flashlight' #1656579.
[01:23:36	]Charlie Dekson has gained a '#84187's Identity Card' #1656580.
[01:23:36	]Charlie Dekson has gained a 'Grey Jumpsuit' #1656581.
[01:23:36	]Charlie Dekson has gained a 'Green Jumpsuit Trousers' #1656582.
[01:23:36	]Charlie Dekson has gained a 'Brown Leather Boots' #1656583.
[01:23:36	]Charlie Dekson has gained a 'Glasses' #1656584.
[01:23:36	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656585.
[01:23:36	]C24:RL.XRAY-6 ran 'drop' on item '20rnd DMR-magazine' (#1656565)
[01:23:36	]C24:RL.XRAY-6 has lost a '20rnd DMR-magazine' #1656565.
[01:23:36	]C24:i3.GRID-2 destroyed a '20rnd DMR-magazine' #1656553.
[01:23:37	]DarkMoon2112 loaded the character 'Charlie Dekson'
[01:23:37	]C24:i3.GRID-2 destroyed a '20rnd DMR-magazine' #1656554.
[01:23:37	]C24:i3.GRID-2 destroyed a '20rnd DMR-magazine' #1656556.
[01:23:37	][IC] C24:i2.XRAY-1: <:: Final verdict administered. ::>
[01:23:38	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[01:23:38	][IC] Kaffee: Why.
[01:23:38	]C24:i3.GRID-2 destroyed a '20rnd DMR-magazine' #1656557.
[01:23:39	]C24:i2.VICE-1 ran 'combine' on item '20rnd DMR-magazine' (#1656578)
[01:23:39	]C24:RL.XRAY-6 used the 'John Doe' vendor.
[01:23:39	]John Johnson ran 'drop' on item 'Medium Kevlar Uniform' (#1656120)
[01:23:39	]John Johnson has lost a 'Medium Kevlar Uniform' #1656120.
[01:23:39	]Chen Fa ran 'drop' on item 'Buckshot Shotgun Shells' (#1656476)
[01:23:39	]Chen Fa has lost a 'Buckshot Shotgun Shells' #1656476.
[01:23:39	]C17:RCT.YELLO-06 used the 'John Doe' vendor.
[01:23:40	][IC] Keiichi Ishikawa: You are under gunpoint.
[01:23:40	]C24:RL.VICE-9 ran 'take' on item 'SCAR-H' (#1656484)
[01:23:40	]C24:RL.VICE-9 has gained a 'SCAR-H' #1656484.
[01:23:40	][OOC] McGee: can I have rifle bullets for that SCAR-H?
[01:23:40	]Chen Fa ran 'drop' on item 'Buckshot Shotgun Shells' (#1656478)
[01:23:40	]Chen Fa has lost a 'Buckshot Shotgun Shells' #1656478.
[01:23:41	]Pathfinder entered observer.
[01:23:41	]Kaffee ran SAM command 'kick' with arguments: 'homat'
[01:23:41	]Iqut (STEAM_0:0:173208852) has disconnected.
[01:23:41	]Chen Fa ran 'drop' on item 'Buckshot Shotgun Shells' (#1656479)
[01:23:41	]Chen Fa has lost a 'Buckshot Shotgun Shells' #1656479.
[01:23:41	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:41	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656586.
[01:23:41	]C24:i2.XRAY-1 has gained a '20rnd DMR-magazine' #1656433.
[01:23:41	]C24:i2.XRAY-1 has lost a '20rnd DMR-magazine' #1656431.
[01:23:42	]C24:i3.GRID-2 has gained a '20rnd DMR-magazine' #1656468.
[01:23:42	]C24:i3.GRID-2 has lost a '20rnd DMR-magazine' #1656552.
[01:23:42	]Chen Fa ran 'drop' on item 'Buckshot Shotgun Shells' (#1656477)
[01:23:42	]Chen Fa has lost a 'Buckshot Shotgun Shells' #1656477.
[01:23:42	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:42	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656587.
[01:23:42	]Pathfinder exited observer at their location.
[01:23:42	]C24:RL.XRAY-6 has gained 0 chips.
[01:23:42	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1656588.
[01:23:44	][IC] C17:RCT.YELLO-83: <:: Need to carry more shit. ::>
[01:23:44	]C17:RCT.YELLO-06 has gained 0 chips.
[01:23:44	]John Johnson has gained a '6rnd M1014 Rounds' #1656158.
[01:23:44	]John Johnson has lost a '6rnd M1014 Rounds' #1656155.
[01:23:44	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656468)
[01:23:44	]C17:RCT.YELLO-06 has gained a 'Rifle Bullets' #1656589.
