[02:35:45	]Fractures has connected.
[03:01:06	][IC] S10/WALLHAMMER.ICE-20: <:: THIS. ::>
[03:01:08	][IC] S10/WALLHAMMER.ICE-20: <:: Is shit. ::>
[03:01:09	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'AR-2' (#1655640)
[03:01:09	]S10/WALLHAMMER.ICE-20 has lost a 'AR-2' #1655640.
[03:01:10	]Crash test dummy ran 'Repair' on item 'CP Rank Leader Uniform' (#1652265)
[03:01:10	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:01:16	][IC] Crash test dummy: What?
[03:01:18	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[03:01:19	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652267)
[03:01:19	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:01:20	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652266)
[03:01:21	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652268)
[03:01:23	]Crash test dummy used command '/ToggleRaise'.
[03:01:24	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:01:26	]Crash test dummy destroyed a 'AR-2' #1655640.
[03:01:28	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:01:32	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:32	]S10/WALLHAMMER.ICE-20 has gained a 'SR-1A' #1655657.
[03:01:33	]Crash test dummy destroyed a 'Combine PDA' #1651897.
[03:01:34	]Crash test dummy destroyed a 'OTA Uniform' #1655634.
[03:01:36	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:36	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655658.
[03:01:36	]Crash test dummy destroyed a 'Containment Uniform' #1655629.
[03:01:36	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:36	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655659.
[03:01:37	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:37	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655660.
[03:01:37	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:37	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655661.
[03:01:37	]Crash test dummy destroyed a 'OSITR' #1652321.
[03:01:37	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:38	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655662.
[03:01:38	]Crash test dummy destroyed a 'Buckshot Shotgun Shells' #1655608.
[03:01:38	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:38	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655663.
[03:01:38	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:38	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655664.
[03:01:38	]Crash test dummy destroyed a 'Buckshot Shotgun Shells' #1655609.
[03:01:39	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:01:39	]S10/WALLHAMMER.ICE-20 has gained a 'Pulse Rifle Bullets' #1655665.
[03:01:41	][IC] S10/WALLHAMMER.ICE-20: <:: Watch it. ::>
[03:01:41	]Crash test dummy used the 'John Doe' vendor.
[03:01:43	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655647)
[03:01:43	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[03:01:44	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655648)
[03:01:44	]Crash test dummy has gained 0 chips.
[03:01:44	]Crash test dummy has gained a 'Rifle Bullets' #1655666.
[03:01:45	]Crash test dummy has gained 0 chips.
[03:01:45	]Crash test dummy has gained a 'Rifle Bullets' #1655667.
[03:01:45	]Crash test dummy has gained 0 chips.
[03:01:45	]Crash test dummy has gained a 'Rifle Bullets' #1655668.
[03:01:46	][IC] S10/WALLHAMMER.ICE-20: <:: Actually. ::>
[03:01:47	]Crash test dummy has gained 0 chips.
[03:01:47	]Crash test dummy has gained a 'Frag Grenade' #1655669.
[03:01:47	][IC] S10/WALLHAMMER.ICE-20: <:: Shoot me. ::>
[03:01:49	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.71).
[03:01:49	]S10/WALLHAMMER.ICE-20 was knocked unconscious and is bleeding out.
[03:01:51	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:01:51	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[03:01:52	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:02:00	]Crash test dummy ran 'Equip' on item 'Frag Grenade' (#1655669)
[03:02:01	]Crash test dummy used the 'John Doe' vendor.
[03:02:03	]S10/WALLHAMMER.ICE-20 was just killed due to: accepting their death
[03:02:06	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'SR-1A' (#1655657)
[03:02:06	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:02:07	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[03:02:10	][IC] S10/WALLHAMMER.ICE-20: <:: In position. ::>
[03:02:11	][IC] Crash test dummy: Do me a favor.
[03:02:12	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[03:02:12	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[03:02:14	][IC] S10/WALLHAMMER.ICE-20: <:: Yes. ::>
[03:02:21	][IC] Crash test dummy: Same thing for ranged test, but move around.
[03:02:22	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:02:25	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:02:28	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:02:28	]S10/WALLHAMMER.ICE-20 has gained a 'Flash Grenade' #1655670.
[03:02:29	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:02:29	]S10/WALLHAMMER.ICE-20 has gained a 'Flash Grenade' #1655671.
[03:02:29	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:02:29	]S10/WALLHAMMER.ICE-20 has gained a 'Flash Grenade' #1655672.
[03:02:30	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:02:30	]S10/WALLHAMMER.ICE-20 has gained a 'Frag Grenade' #1655673.
[03:02:32	]Crash test dummy ran 'take' on item '20rnd DMR-magazine' (#1654833)
[03:02:32	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:02:35	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1654833)
[03:02:37	]Crash test dummy used command '/ToggleRaise'.
[03:02:44	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.84).
[03:02:44	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.84).
[03:02:44	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:02:44	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[03:02:44	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:02:44	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the stomach dealing 34 damage (CritChance was 0.84).
[03:02:44	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:02:44	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left leg dealing 9 damage (CritChance was 0.84).
[03:02:44	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:02:44	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.84).
[03:02:44	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:02:45	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the stomach dealing 34 damage (CritChance was 0.84).
[03:02:45	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:02:45	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[03:02:45	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[03:02:45	]S10/WALLHAMMER.ICE-20 was knocked unconscious and is bleeding out.
[03:02:48	][Y] S10/WALLHAMMER.ICE-20: <:: WHA. ::>
[03:02:52	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[03:02:52	]Crash test dummy has lost a '20rnd DMR-magazine' #1654833.
[03:02:57	][LOOC] Crash test dummy: holy shit
[03:03:03	]S10/WALLHAMMER.ICE-20 was just killed due to: accepting their death
[03:03:07	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:03:08	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:03:08	]Crash test dummy used command '/ToggleRaise'.
[03:03:09	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:03:14	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:03:14	]S10/WALLHAMMER.ICE-20 has gained a 'OTA Elite Uniform' #1655674.
[03:03:21	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'OTA Mask' (#1651899)
[03:03:21	]S10/WALLHAMMER.ICE-20 has lost a 'OTA Mask' #1651899.
[03:03:25	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'OTA Elite Uniform' (#1655639)
[03:03:25	]S10/WALLHAMMER.ICE-20 has lost a 'OTA Elite Uniform' #1655639.
[03:03:26	][IC] Crash test dummy: This gun is so fucking accurate..
[03:03:26	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'Small Bag' (#1651891)
[03:03:26	]S10/WALLHAMMER.ICE-20 has lost a 'Small Bag' #1651891.
[03:03:27	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'Large Bag' (#1651892)
[03:03:27	]S10/WALLHAMMER.ICE-20 has lost a 'Large Bag' #1651892.
[03:03:29	]S10/WALLHAMMER.ICE-20 ran 'take' on item 'OTA Mask' (#1651899)
[03:03:29	]S10/WALLHAMMER.ICE-20 has gained a 'OTA Mask' #1651899.
[03:03:33	]Crash test dummy ran 'take' on item 'Large Bag' (#1651892)
[03:03:33	]Crash test dummy has gained a 'Large Bag' #1651892.
[03:03:35	][IC] S10/WALLHAMMER.ICE-20: <:: What's your third person settings. ::>
[03:03:36	][IC] S10/WALLHAMMER.ICE-20: <:: Give. ::>
[03:03:39	]Crash test dummy ran 'drop' on item 'Large Bag' (#1651892)
[03:03:39	]Crash test dummy has lost a 'Large Bag' #1651892.
[03:03:44	][LOOC] Crash test dummy: ?
[03:03:47	]Crash test dummy used command '/ToggleRaise'.
[03:03:49	]Crash test dummy destroyed a 'OTA Elite Uniform' #1655639.
[03:03:50	]Crash test dummy destroyed a 'Small Bag' #1651891.
[03:03:51	][IC] S10/WALLHAMMER.ICE-20: <:: Se-. ::>
[03:03:54	][IC] Crash test dummy: Oh no.
[03:03:55	][IC] S10/WALLHAMMER.ICE-20: <:: Third person settings. ::>
[03:03:57	][IC] S10/WALLHAMMER.ICE-20: <:: In willard settings. ::>
[03:04:00	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_c17/Lockers001a.mdl'.
[03:04:08	]Crash test dummy used command '/ToggleRaise'.
[03:04:12	]Crash test dummy used command '/ToggleRaise'.
[03:04:12	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:04:13	]Crash test dummy has taken 5 damage from S10/WALLHAMMER.ICE-20.
[03:04:14	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.16).
[03:04:14	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[03:04:14	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.16).
[03:04:14	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[03:04:14	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.17).
[03:04:14	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[03:04:14	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.20).
[03:04:14	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:04:15	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.21).
[03:04:15	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:04:15	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the stomach dealing 34 damage (CritChance was 0.21).
[03:04:15	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:04:17	]S10/WALLHAMMER.ICE-20 is fully healed.
[03:04:22	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the right leg dealing 9 damage (CritChance was 0.21).
[03:04:22	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:04:25	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'SR-1A' (#1655657)
[03:04:25	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:04:25	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:04:25	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:04:27	]S10/WALLHAMMER.ICE-20 is fully healed.
[03:04:30	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the right arm dealing 0 damage (CritChance was 0.19).
[03:04:30	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.19).
[03:04:30	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:04:31	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[03:04:31	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:04:31	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[03:04:32	]S10/WALLHAMMER.ICE-20 is fully healed.
[03:04:32	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[03:04:32	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.21).
[03:04:32	]S10/WALLHAMMER.ICE-20 has taken 36 damage from Crash test dummy.
[03:04:32	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[03:04:32	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:04:33	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.21).
[03:04:33	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[03:04:33	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[03:04:33	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:04:34	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the head dealing 18 damage (CritChance was 0.21).
[03:04:34	]S10/WALLHAMMER.ICE-20 has taken 18 damage from Crash test dummy.
[03:04:34	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[03:04:34	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:04:34	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.84).
[03:04:34	]S10/WALLHAMMER.ICE-20 has taken 36 damage from Crash test dummy.
[03:04:35	][IC] S10/WALLHAMMER.ICE-20: <:: Ah hey. ::>
[03:04:40	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[03:04:40	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:04:40	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[03:04:40	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:04:45	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the chest dealing 13 damage (CritChance was 0.59).
[03:04:45	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[03:04:45	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the left arm dealing 0 damage (CritChance was 0.59).
[03:04:45	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 6 damage (CritChance was 0.59).
[03:04:45	]Crash test dummy has taken 5 damage from S10/WALLHAMMER.ICE-20.
[03:04:45	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 20 damage (CritChance was 0.59).
[03:04:45	]Crash test dummy has taken 20 damage from S10/WALLHAMMER.ICE-20.
[03:04:46	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:04:46	]Crash test dummy has lost a '20rnd DMR-magazine' #1652267.
[03:04:46	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left leg dealing 6 damage (CritChance was 0.59).
[03:04:46	]Crash test dummy has taken 5 damage from S10/WALLHAMMER.ICE-20.
[03:04:48	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 6 damage (CritChance was 0.59).
[03:04:48	]Crash test dummy has taken 5 damage from S10/WALLHAMMER.ICE-20.
[03:04:49	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 20 damage (CritChance was 0.59).
[03:04:49	]Crash test dummy has taken 20 damage from S10/WALLHAMMER.ICE-20.
[03:04:49	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 6 damage (CritChance was 0.59).
[03:04:49	]Crash test dummy has taken 5 damage from S10/WALLHAMMER.ICE-20.
[03:04:51	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[03:04:51	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[03:04:54	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 6 damage (CritChance was 0.98).
[03:04:54	]Crash test dummy has taken 5 damage from S10/WALLHAMMER.ICE-20.
[03:04:54	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.84).
[03:04:54	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:04:54	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 0 damage (CritChance was 0.95).
[03:04:54	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 0 damage (CritChance was 0.95).
[03:04:54	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 6 damage (CritChance was 0.95).
[03:04:54	]Crash test dummy has taken 5 damage from S10/WALLHAMMER.ICE-20.
[03:04:54	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the head dealing 36 damage (CritChance was 0.84).
[03:04:54	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[03:04:54	]S10/WALLHAMMER.ICE-20 was knocked unconscious and is bleeding out.
[03:04:56	][Y] S10/WALLHAMMER.ICE-20: <:: WH. ::>
[03:05:00	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652268)
[03:05:01	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1654833)
[03:05:02	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:05:03	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:05:04	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:05:06	]Crash test dummy used command '/ToggleRaise'.
[03:05:10	]S10/WALLHAMMER.ICE-20 was just killed due to: accepting their death
[03:05:12	]Crash test dummy has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[03:05:13	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'SR-1A' (#1655657)
[03:05:15	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655647.
[03:05:16	]Crash test dummy used command '/ToggleRaise'.
[03:05:20	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_c17/gate_door02a.mdl'.
[03:05:21	]S10/WALLHAMMER.ICE-20 has taken 146 damage from Crash test dummy.
[03:05:21	]Crash test dummy destroyed a 'Large Bag' #1651892.
[03:05:23	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[03:05:28	]Crash test dummy used command '/ToggleRaise'.
[03:05:31	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655647.
[03:05:31	]S10/WALLHAMMER.ICE-20 was knocked unconscious and is bleeding out.
[03:05:31	]S10/WALLHAMMER.ICE-20 used command '/Punch'.
[03:05:33	][IC] Crash test dummy: Haha.
[03:05:35	][IC] Crash test dummy: HA.
[03:05:35	][IC] S10/WALLHAMMER.ICE-20: <:: Hoe. ::>
[03:05:40	][IC] Crash test dummy: Ugh... Agh-hgh.
[03:05:41	][IC] Crash test dummy: Ugh... Agh.
[03:05:46	][IC] S10/WALLHAMMER.ICE-20: <:: Owo? ::>
[03:05:51	]S10/WALLHAMMER.ICE-20 was just killed due to: accepting their death
[03:05:51	][IC] Crash test dummy: Ugh... Agh.
[03:05:54	]S10/WALLHAMMER.ICE-20 has taken 5 damage from Crash test dummy.
[03:05:54	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'SR-1A' (#1655657)
[03:05:55	]S10/WALLHAMMER.ICE-20 has taken 5 damage from Crash test dummy.
[03:05:56	]S10/WALLHAMMER.ICE-20 has taken 5 damage from Crash test dummy.
[03:05:56	]S10/WALLHAMMER.ICE-20 has taken 5 damage from Crash test dummy.
[03:05:57	]S10/WALLHAMMER.ICE-20 has taken 5 damage from Crash test dummy.
[03:05:58	]S10/WALLHAMMER.ICE-20 has taken 5 damage from Crash test dummy.
[03:05:59	]S10/WALLHAMMER.ICE-20 used command '/Punch'.
[03:05:59	]S10/WALLHAMMER.ICE-20 has taken 5 damage from Crash test dummy.
[03:06:00	]Crash test dummy was just knocked out due to: hit by punch command used by S10/WALLHAMMER.ICE-20
[03:06:00	]Crash test dummy has gained a '20rnd DMR-magazine' #1652267.
[03:06:01	]Crash test dummy used command '/CharGetUp'.
[03:06:03	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[03:06:04	][LOOC] Crash test dummy: cheating bitch
[03:06:06	]Crash test dummy used command '/CharGetUp'.
[03:06:07	]S10/WALLHAMMER.ICE-20 used command '/CharSearch'.
