[14:30:47	]garry has connected.
[21:41:43	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:41:44	]test char has hit Drakk in the right leg dealing 0 damage (CritChance was 0.42).
[21:41:44	]test char has hit Drakk in the right leg dealing 12 damage (CritChance was 0.42).
[21:41:44	]Drakk has taken 12 damage from test char.
[21:41:44	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 1 damage (CritChance was 1.01).
[21:41:44	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:44	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:44	]test char has hit Drakk in the right leg dealing 0 damage (CritChance was 0.42).
[21:41:44	]test char has hit Drakk in the right leg dealing 12 damage (CritChance was 0.42).
[21:41:44	]Drakk has taken 12 damage from test char.
[21:41:44	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:44	]test char has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.42).
[21:41:44	]test char has hit npc_antlionguard dealing 1 damage (CritChance was 0.42).
[21:41:44	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:44	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:44	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:44	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:44	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:44	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:45	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:45	]test char has hit Drakk in the left leg dealing 0 damage (CritChance was 0.42).
[21:41:45	]test char has hit Drakk in the left leg dealing 12 damage (CritChance was 0.42).
[21:41:45	]Drakk has taken 12 damage from test char.
[21:41:45	]S10/OWS.GHOST-76 has gained a '30rnd Pulse-magazine' #1659840.
[21:41:45	]S10/OWS.GHOST-76 has lost a '30rnd Pulse-magazine' #1659839.
[21:41:45	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:45	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:45	]test char has hit npc_antlionguard dealing 6 damage (CritChance was 0.42).
[21:41:45	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659934.
[21:41:46	]test char has hit Drakk in the right leg dealing 0 damage (CritChance was 0.42).
[21:41:46	]test char has hit Drakk in the right leg dealing 12 damage (CritChance was 0.42).
[21:41:46	]Drakk has taken 12 damage from test char.
[21:41:46	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:46	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659935.
[21:41:46	]test char has hit Drakk in the right leg dealing 0 damage (CritChance was 0.42).
[21:41:46	]test char has hit Drakk in the right leg dealing 0 damage (CritChance was 0.42).
[21:41:46	]test char has hit Drakk in the right leg dealing 0 damage (CritChance was 0.42).
[21:41:46	]test char has critically hit Drakk in the right leg dealing 21 damage (CritChance was 0.42).
[21:41:46	]Drakk was knocked unconscious and is bleeding out.
[21:41:46	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:46	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659936.
[21:41:47	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:47	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659937.
[21:41:47	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:47	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659938.
[21:41:47	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:47	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:47	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659939.
[21:41:47	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]test char has gained a '30rnd AK-magazine' #1659791.
[21:41:48	]test char has lost a '30rnd AK-magazine' #1659789.
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:48	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659940.
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:48	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659941.
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:48	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:49	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659942.
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659943.
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:49	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:50	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:50	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659944.
[21:41:50	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:50	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:50	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:50	]S10/OWS.GHOST-76 has critically hit npc_antlionguard dealing 7 damage (CritChance was 1.01).
[21:41:50	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:50	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659945.
[21:41:50	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:51	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:51	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:52	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:52	]Drakk ran SAM command 'respawn' with arguments: 'drakk'
[21:41:52	]C17:RCT.YELLO-83 has gained 0 chips.
[21:41:53	]S10/OWS.GHOST-76 has gained a '30rnd Pulse-magazine' #1659839.
[21:41:53	]S10/OWS.GHOST-76 has lost a '30rnd Pulse-magazine' #1659838.
[21:41:53	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:41:53	]Drakk has taken 14 damage from test char.
[21:41:53	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:41:53	]Drakk has taken 14 damage from test char.
[21:41:53	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:41:53	]Drakk has taken 14 damage from test char.
[21:41:54	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:41:54	]Drakk has taken 14 damage from test char.
[21:41:54	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:41:54	]Drakk has taken 14 damage from test char.
[21:41:54	]test char has critically hit Drakk dealing 22 damage (CritChance was 0.42).
[21:41:54	]Drakk has taken 22 damage from test char.
[21:41:54	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:41:54	]Drakk was knocked unconscious and is bleeding out.
[21:41:56	]C17:RCT.YELLO-83 ran 'Equip' on item 'AR-2' (#1659898)
[21:41:56	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:56	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:56	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:56	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:56	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:56	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:56	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:56	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:56	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:56	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:56	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:56	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:56	]test char has critically hit S10/OWS.GHOST-76 in the head dealing 24 damage (CritChance was 0.42).
[21:41:56	]S10/OWS.GHOST-76 has taken 24 damage from test char.
[21:41:56	]test char has critically hit S10/OWS.GHOST-76 in the head dealing 24 damage (CritChance was 0.42).
[21:41:56	]S10/OWS.GHOST-76 has taken 24 damage from test char.
[21:41:56	]test char has hit S10/OWS.GHOST-76 in the head dealing 12 damage (CritChance was 0.42).
[21:41:56	]S10/OWS.GHOST-76 has taken 12 damage from test char.
[21:41:57	]test char has critically hit S10/OWS.GHOST-76 in the head dealing 24 damage (CritChance was 0.42).
[21:41:57	]S10/OWS.GHOST-76 has taken 24 damage from test char.
[21:41:57	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:57	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:57	]test char has hit S10/OWS.GHOST-76 in the head dealing 12 damage (CritChance was 0.42).
[21:41:57	]S10/OWS.GHOST-76 has taken 12 damage from test char.
[21:41:57	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:41:57	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:57	]test char has critically hit S10/OWS.GHOST-76 in the head dealing 24 damage (CritChance was 0.42).
[21:41:57	]S10/OWS.GHOST-76 has taken 24 damage from test char.
[21:41:57	]test char is fully healed.
[21:41:57	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 0.94).
[21:41:57	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:57	]test char has critically hit S10/OWS.GHOST-76 in the head dealing 24 damage (CritChance was 0.42).
[21:41:57	]S10/OWS.GHOST-76 has taken 24 damage from test char.
[21:41:57	]S10/OWS.GHOST-76 has critically hit test char in the head dealing 27 damage (CritChance was 0.86).
[21:41:57	]test char has taken 27 damage from S10/OWS.GHOST-76.
[21:41:57	]test char has critically hit S10/OWS.GHOST-76 in the head dealing 24 damage (CritChance was 0.42).
[21:41:57	]S10/OWS.GHOST-76 has gained a '30rnd Pulse-magazine' #1659838.
[21:41:57	]S10/OWS.GHOST-76 was knocked unconscious and is bleeding out.
[21:41:57	]C17:RCT.YELLO-83 has lost a '30rnd Pulse-magazine' #1659905.
[21:41:58	]Drakk ran SAM command 'respawn' with arguments: 'drakk'
[21:41:58	]Drakk is no longer unconscious from critical wounds.
[21:41:58	]Drakk is fully healed.
[21:41:58	]test char has gained a '30rnd AK-magazine' #1659789.
[21:41:58	]test char has lost a '30rnd AK-magazine' #1659699.
[21:42:01	]test char has hit npc_combine_camera dealing 0 damage (CritChance was 0.42).
[21:42:01	]test char has hit npc_combine_camera dealing 14 damage (CritChance was 0.42).
[21:42:01	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:42:01	]Drakk has taken 14 damage from test char.
[21:42:01	]test char has critically hit Drakk dealing 22 damage (CritChance was 0.42).
[21:42:01	]Drakk has taken 22 damage from test char.
[21:42:02	]test char has hit C17:RCT.YELLO-83 in the stomach dealing 14 damage (CritChance was 0.15).
[21:42:02	]C17:RCT.YELLO-83 has taken 14 damage from test char.
[21:42:02	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:42:02	]Drakk has taken 14 damage from test char.
[21:42:02	]test char has critically hit npc_combine_camera dealing 15 damage (CritChance was 0.42).
[21:42:02	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:42:02	]Drakk has taken 14 damage from test char.
[21:42:02	]test char is fully healed.
[21:42:02	]C17:RCT.YELLO-83 is fully healed.
[21:42:02	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:42:02	]Drakk has taken 14 damage from test char.
[21:42:02	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:42:02	]Drakk has taken 14 damage from test char.
[21:42:03	]test char has critically hit Drakk dealing 22 damage (CritChance was 0.42).
[21:42:03	]Drakk was knocked unconscious and is bleeding out.
[21:42:03	]test char has critically hit npc_combine_camera dealing 22 damage (CritChance was 0.42).
[21:42:03	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:42:03	]test char destroyed a 'OSITR' #1659761.
[21:42:04	]Drakk ran SAM command 'respawn' with arguments: 'drakk'
[21:42:04	]test char has hit Drakk dealing 14 damage (CritChance was 0.42).
[21:42:04	]Drakk has taken 14 damage from test char.
[21:42:05	]C17:RCT.YELLO-83 has critically hit Drakk dealing 25 damage (CritChance was 1.01).
[21:42:05	]Drakk has taken 25 damage from C17:RCT.YELLO-83.
[21:42:05	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:05	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:05	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:05	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]test char has gained a '30rnd AK-magazine' #1659699.
[21:42:06	]test char has lost a '30rnd AK-magazine' #1659790.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 0 damage (CritChance was 1.01).
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 7 damage (CritChance was 1.01).
[21:42:06	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:06	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:06	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:07	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:07	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:07	]test char is fully healed.
[21:42:07	]C17:RCT.YELLO-83 has critically hit test char in the left leg dealing 7 damage (CritChance was 1.01).
[21:42:07	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:07	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:07	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:07	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 0 damage (CritChance was 1.01).
[21:42:07	]C17:RCT.YELLO-83 has critically hit test char in the right arm dealing 7 damage (CritChance was 1.01).
[21:42:07	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:07	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 0 damage (CritChance was 1.01).
[21:42:07	]C17:RCT.YELLO-83 has critically hit test char in the right arm dealing 7 damage (CritChance was 1.01).
[21:42:07	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:09	]C17:RCT.YELLO-83 has critically hit test char in the stomach dealing 25 damage (CritChance was 1.01).
[21:42:09	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:10	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:10	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:10	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659905.
[21:42:10	]C17:RCT.YELLO-83 has lost a '30rnd Pulse-magazine' #1659904.
[21:42:10	]test char has critically hit C17:RCT.YELLO-83 in the chest dealing 22 damage (CritChance was 0.15).
[21:42:10	]C17:RCT.YELLO-83 has taken 22 damage from test char.
[21:42:10	]test char has hit C17:RCT.YELLO-83 in the head dealing 12 damage (CritChance was 0.15).
[21:42:10	]C17:RCT.YELLO-83 has taken 12 damage from test char.
[21:42:11	]test char has hit C17:RCT.YELLO-83 in the head dealing 12 damage (CritChance was 0.15).
[21:42:11	]C17:RCT.YELLO-83 has taken 12 damage from test char.
[21:42:12	]test char is fully healed.
[21:42:12	]C17:RCT.YELLO-83 is fully healed.
[21:42:16	]S10/OWS.GHOST-76 was just killed due to: accepting their death
[21:42:17	]test char has critically hit C17:RCT.YELLO-83 in the chest dealing 22 damage (CritChance was 0.15).
[21:42:17	]C17:RCT.YELLO-83 has taken 22 damage from test char.
[21:42:17	]C17:RCT.YELLO-83 has critically hit test char in the right leg dealing 7 damage (CritChance was 1.01).
[21:42:17	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:17	]C17:RCT.YELLO-83 has critically hit test char in the left leg dealing 7 damage (CritChance was 1.01).
[21:42:17	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:17	]C17:RCT.YELLO-83 has critically hit test char in the left leg dealing 7 damage (CritChance was 1.01).
[21:42:17	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 0 damage (CritChance was 1.01).
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 0 damage (CritChance was 1.01).
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 0 damage (CritChance was 1.01).
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 7 damage (CritChance was 1.01).
[21:42:18	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the left leg dealing 0 damage (CritChance was 1.01).
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the left leg dealing 0 damage (CritChance was 1.01).
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 0 damage (CritChance was 1.01).
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:18	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 0 damage (CritChance was 1.01).
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:18	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:18	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:18	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:18	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:18	]test char has taken 25 damage from C17:RCT.YELLO-83.
