[21:03:09	]Fedora has connected.
[21:53:35	]C24:RL.XRAY-74 has hit Michael Daniels in the left arm dealing 12 damage (CritChance was 0.43).
[21:53:35	]Michael Daniels has taken 12 damage from C24:RL.XRAY-74.
[21:53:35	]C24:RL.XRAY-74 has critically hit Michael Daniels in the left arm dealing 18 damage (CritChance was 0.43).
[21:53:35	]Michael Daniels has taken 18 damage from C24:RL.XRAY-74.
[21:53:36	]Gerome Gentry ran 'use' on item 'Bandage Roll' (#2688045)
[21:53:36	]Gerome Gentry has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:53:36	]Gerome Gentry was bandaged by Gerome Gentry for 17 HP.
[21:53:36	]C24.RL.KRAHSLAYER-77 is fully healed.
[21:53:36	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the right arm dealing 6 damage (CritChance was 0.09).
[21:53:36	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:36	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the chest dealing 13 damage (CritChance was 0.05).
[21:53:36	]C24:i5.COURIER-06 has taken 13 damage from Claude 'Cappy' Bograshov.
[21:53:36	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.09).
[21:53:36	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:36	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.09).
[21:53:36	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:36	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.09).
[21:53:36	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:36	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the chest dealing 13 damage (CritChance was 0.05).
[21:53:36	]C24:i5.COURIER-06 has taken 13 damage from Claude 'Cappy' Bograshov.
[21:53:36	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the left arm dealing 7 damage (CritChance was 0.05).
[21:53:36	]C24:i5.COURIER-06 has taken 7 damage from Claude 'Cappy' Bograshov.
[21:53:36	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the left arm dealing 7 damage (CritChance was 0.05).
[21:53:36	]C24:i5.COURIER-06 has taken 7 damage from Claude 'Cappy' Bograshov.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the left arm dealing 7 damage (CritChance was 0.05).
[21:53:37	]C24:i5.COURIER-06 has taken 7 damage from Claude 'Cappy' Bograshov.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the chest dealing 13 damage (CritChance was 0.05).
[21:53:37	]C24:i5.COURIER-06 has taken 13 damage from Claude 'Cappy' Bograshov.
[21:53:37	]C24.RL.KRAHSLAYER-77 has hit Gerome Gentry in the stomach dealing 9 damage (CritChance was 0.48).
[21:53:37	]Gerome Gentry has taken 9 damage from C24.RL.KRAHSLAYER-77.
[21:53:37	]C24.RL.KRAHSLAYER-77 has hit Gerome Gentry in the head dealing 11 damage (CritChance was 0.12).
[21:53:37	]Gerome Gentry was knocked unconscious and is bleeding out.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.09).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.09).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the chest dealing 12 damage (CritChance was 0.09).
[21:53:37	]Claude 'Cappy' Bograshov has taken 12 damage from C24:i5.COURIER-06.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the right arm dealing 7 damage (CritChance was 0.25).
[21:53:37	]C24:i5.COURIER-06 has taken 7 damage from Claude 'Cappy' Bograshov.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the right arm dealing 7 damage (CritChance was 0.25).
[21:53:37	]C24:i5.COURIER-06 has taken 7 damage from Claude 'Cappy' Bograshov.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the right arm dealing 6 damage (CritChance was 0.09).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the right arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the right arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the right arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the right arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has critically hit Claude 'Cappy' Bograshov in the chest dealing 19 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 19 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the head dealing 15 damage (CritChance was 0.08).
[21:53:37	]C24:i5.COURIER-06 has taken 15 damage from Claude 'Cappy' Bograshov.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the stomach dealing 12 damage (CritChance was 0.34).
[21:53:37	]C24:i5.COURIER-06 has taken 12 damage from Claude 'Cappy' Bograshov.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the chest dealing 13 damage (CritChance was 0.25).
[21:53:37	]C24:i5.COURIER-06 has taken 13 damage from Claude 'Cappy' Bograshov.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]Claude 'Cappy' Bograshov has hit C24:i5.COURIER-06 in the stomach dealing 12 damage (CritChance was 0.34).
[21:53:37	]C24:i5.COURIER-06 has taken 12 damage from Claude 'Cappy' Bograshov.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]C24:i5.COURIER-06 has hit Claude 'Cappy' Bograshov in the left arm dealing 6 damage (CritChance was 0.43).
[21:53:37	]Claude 'Cappy' Bograshov has taken 6 damage from C24:i5.COURIER-06.
[21:53:37	]Claude 'Cappy' Bograshov has critically hit C24:i5.COURIER-06 in the stomach dealing 18 damage (CritChance was 0.34).
[21:53:37	]C24:i5.COURIER-06 was knocked unconscious and is bleeding out.
[21:53:37	]C24:RCT.YELLO-11 has critically hit Claude 'Cappy' Bograshov in the left leg dealing 18 damage (CritChance was 0.26).
[21:53:37	]Claude 'Cappy' Bograshov was knocked unconscious and is bleeding out.
[21:53:38	]Michael Daniels ran 'split' on item 'Bandage Roll' (#2688056)
[21:53:38	]Michael Daniels has gained a 'Bandage Roll' #2688093.
[21:53:39	]Hank J. Wimleton used command '/ToggleRaise'.
[21:53:39	]Michael Daniels ran 'use' on item 'Bandage Roll' (#2688056)
[21:53:39	]Michael Daniels has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:53:39	]Michael Daniels was bandaged by Michael Daniels for 16 HP.
[21:53:41	]C24:i5.COURIER-06 ran SAM command 'slay' with arguments: '^'
[21:53:41	]C24.RL.KRAHSLAYER-77 has hit Pavel Artyomov in the chest dealing 9 damage (CritChance was 0.36).
[21:53:41	]Pavel Artyomov was knocked unconscious and is bleeding out.
[21:53:43	]Hank J. Wimleton used command '/ToggleRaise'.
[21:53:44	]Michael Daniels ran 'split' on item 'Bandage Roll' (#2688053)
[21:53:44	]Michael Daniels has gained a 'Bandage Roll' #2688094.
[21:53:45	]Pavel Artyomov opened the 'Dumpster' #117157 container.
[21:53:45	]Pavel Artyomov closed the 'Dumpster' #117157 container.
[21:53:45	]Michael Daniels ran 'use' on item 'Bandage Roll' (#2688053)
[21:53:45	]Michael Daniels has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:53:45	]Michael Daniels was bandaged by Michael Daniels for 16 HP.
[21:53:46	]Michael Daniels has hit C24:RCT.YELLO-11 in the right arm dealing 7 damage (CritChance was 0.06).
[21:53:46	]C24:RCT.YELLO-11 has taken 7 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the right leg dealing 6 damage (CritChance was 0.06).
[21:53:47	]C24:RCT.YELLO-11 has taken 6 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the chest dealing 13 damage (CritChance was 0.06).
[21:53:47	]C24:RCT.YELLO-11 has taken 13 damage from Michael Daniels.
[21:53:47	]Michael Daniels has gained level 1 in the Guns skill.
[21:53:47	]Michael Daniels has critically hit C24:RCT.YELLO-11 in the chest dealing 21 damage (CritChance was 0.06).
[21:53:47	]C24:RCT.YELLO-11 has taken 21 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the head dealing 15 damage (CritChance was 0.02).
[21:53:47	]C24:RCT.YELLO-11 has taken 15 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the left arm dealing 7 damage (CritChance was 0.33).
[21:53:47	]C24:RCT.YELLO-11 has taken 7 damage from Michael Daniels.
[21:53:47	]Michael Daniels has gained level 2 in the Guns skill.
[21:53:47	]Michael Daniels has critically hit C24:RCT.YELLO-11 in the left arm dealing 10 damage (CritChance was 0.33).
[21:53:47	]C24:RCT.YELLO-11 has taken 10 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the left arm dealing 7 damage (CritChance was 0.34).
[21:53:47	]C24:RCT.YELLO-11 has taken 7 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24.RL.KRAHSLAYER-77 in the left arm dealing 7 damage (CritChance was 0.07).
[21:53:47	]C24.RL.KRAHSLAYER-77 has taken 7 damage from Michael Daniels.
[21:53:47	]Michael Daniels has critically hit C24:RCT.YELLO-11 in the left arm dealing 10 damage (CritChance was 0.34).
[21:53:47	]C24:RCT.YELLO-11 has taken 10 damage from Michael Daniels.
[21:53:47	]Michael Daniels has gained level 3 in the Guns skill.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the head dealing 15 damage (CritChance was 0.11).
[21:53:47	]C24:RCT.YELLO-11 has taken 15 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the head dealing 15 damage (CritChance was 0.12).
[21:53:47	]C24:RCT.YELLO-11 has taken 15 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24:RCT.YELLO-11 in the head dealing 15 damage (CritChance was 0.12).
[21:53:47	]C24:RCT.YELLO-11 has taken 15 damage from Michael Daniels.
[21:53:47	]Michael Daniels has hit C24.RL.KRAHSLAYER-77 in the head dealing 15 damage (CritChance was 0.12).
[21:53:47	]C24.RL.KRAHSLAYER-77 has taken 15 damage from Michael Daniels.
[21:53:49	]C24:i5.COURIER-06 entered observer.
[21:53:50	]C24:RCT.YELLO-11 ran 'use' on item 'Bandage Roll' (#2688023)
[21:53:50	]C24:RCT.YELLO-11 has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:53:50	]C24:RCT.YELLO-11 was bandaged by C24:RCT.YELLO-11 for 16 HP.
[21:53:50	][IC] Claude 'Cappy' Bograshov: Ouchies.
[21:53:51	]Hank J. Wimleton used command '/ToggleRaise'.
[21:53:51	]Michael Daniels has gained level 3 in the Speed skill.
[21:53:52	][IC] C24:OTAGUY.OTA-37: <:: Hoki is evil. ::>
[21:53:52	]Anders Stauning has hit C24:RCT.YELLO-11 in the right leg dealing 10 damage (CritChance was 0.31).
[21:53:52	]C24:RCT.YELLO-11 was knocked unconscious and is bleeding out.
[21:53:52	]C24.RL.KRAHSLAYER-77 has hit Hank J. Wimleton in the left leg dealing 4 damage (CritChance was 0.13).
[21:53:52	]Hank J. Wimleton has taken 4 damage from C24.RL.KRAHSLAYER-77.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the chest dealing 9 damage (CritChance was 0.13).
[21:53:53	]C17:RCT.YELLO-32 has taken 9 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has critically hit C17:RCT.YELLO-32 in the left leg dealing 8 damage (CritChance was 0.13).
[21:53:53	]C17:RCT.YELLO-32 has taken 8 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the right arm dealing 5 damage (CritChance was 0.13).
[21:53:53	]C17:RCT.YELLO-32 has taken 5 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the right arm dealing 5 damage (CritChance was 0.13).
[21:53:53	]C17:RCT.YELLO-32 has taken 5 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the right arm dealing 5 damage (CritChance was 0.13).
[21:53:53	]C17:RCT.YELLO-32 has taken 5 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the stomach dealing 9 damage (CritChance was 0.17).
[21:53:53	]C17:RCT.YELLO-32 has taken 9 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the left arm dealing 5 damage (CritChance was 0.13).
[21:53:53	]C17:RCT.YELLO-32 has taken 5 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the chest dealing 9 damage (CritChance was 0.13).
[21:53:53	]C17:RCT.YELLO-32 has taken 9 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the left arm dealing 5 damage (CritChance was 0.36).
[21:53:53	]C17:RCT.YELLO-32 has taken 5 damage from Hank J. Wimleton.
[21:53:53	]C17:RCT.YELLO-32 has hit Hank J. Wimleton in the right leg dealing 5 damage (CritChance was 0.09).
[21:53:53	]Hank J. Wimleton has taken 5 damage from C17:RCT.YELLO-32.
[21:53:53	]C24.RL.KRAHSLAYER-77 has hit Hank J. Wimleton in the right leg dealing 4 damage (CritChance was 0.13).
[21:53:53	]Hank J. Wimleton has taken 4 damage from C24.RL.KRAHSLAYER-77.
[21:53:53	]C24.RL.KRAHSLAYER-77 has hit Hank J. Wimleton in the left leg dealing 4 damage (CritChance was 0.13).
[21:53:53	]Hank J. Wimleton has taken 4 damage from C24.RL.KRAHSLAYER-77.
[21:53:53	]C24.RL.KRAHSLAYER-77 has hit Hank J. Wimleton in the right leg dealing 4 damage (CritChance was 0.13).
[21:53:53	]Hank J. Wimleton has taken 4 damage from C24.RL.KRAHSLAYER-77.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the left leg dealing 4 damage (CritChance was 0.36).
[21:53:53	]C17:RCT.YELLO-32 has taken 4 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the left leg dealing 4 damage (CritChance was 0.36).
[21:53:53	]C17:RCT.YELLO-32 has taken 4 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the left leg dealing 4 damage (CritChance was 0.36).
[21:53:53	]C17:RCT.YELLO-32 has taken 4 damage from Hank J. Wimleton.
[21:53:53	]Hank J. Wimleton has critically hit C17:RCT.YELLO-32 in the right leg dealing 8 damage (CritChance was 0.36).
[21:53:53	]C17:RCT.YELLO-32 has taken 8 damage from Hank J. Wimleton.
[21:53:54	]C17:RCT.YELLO-32 has hit Hank J. Wimleton in the chest dealing 12 damage (CritChance was 0.09).
[21:53:54	]Hank J. Wimleton has taken 12 damage from C17:RCT.YELLO-32.
[21:53:54	]C17:RCT.YELLO-32 has hit Hank J. Wimleton in the head dealing 14 damage (CritChance was 0.03).
[21:53:54	]Hank J. Wimleton has taken 14 damage from C17:RCT.YELLO-32.
[21:53:54	]C17:RCT.YELLO-32 has hit Hank J. Wimleton in the stomach dealing 11 damage (CritChance was 0.12).
[21:53:54	]Hank J. Wimleton has taken 11 damage from C17:RCT.YELLO-32.
[21:53:54	][Y] Gerome Gentry: HEEELP GUYSHEEELP.
[21:53:54	]C17:RCT.YELLO-32 has hit Hank J. Wimleton in the stomach dealing 11 damage (CritChance was 0.58).
[21:53:54	]Hank J. Wimleton has taken 11 damage from C17:RCT.YELLO-32.
[21:53:54	]C17:RCT.YELLO-32 has critically hit Hank J. Wimleton in the left leg dealing 9 damage (CritChance was 0.43).
[21:53:54	]Hank J. Wimleton has taken 9 damage from C17:RCT.YELLO-32.
[21:53:54	]C17:RCT.YELLO-32 has hit Hank J. Wimleton in the left leg dealing 5 damage (CritChance was 0.43).
[21:53:54	]Hank J. Wimleton has taken 5 damage from C17:RCT.YELLO-32.
[21:53:54	]C17:RCT.YELLO-32 has hit Hank J. Wimleton in the right leg dealing 5 damage (CritChance was 0.43).
[21:53:54	]Hank J. Wimleton has taken 5 damage from C17:RCT.YELLO-32.
[21:53:54	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the chest dealing 9 damage (CritChance was 0.36).
[21:53:54	]C17:RCT.YELLO-32 has taken 9 damage from Hank J. Wimleton.
[21:53:54	]Hank J. Wimleton has critically hit C17:RCT.YELLO-32 in the right arm dealing 8 damage (CritChance was 0.36).
[21:53:54	]C17:RCT.YELLO-32 has taken 8 damage from Hank J. Wimleton.
[21:53:54	]Hank J. Wimleton has critically hit C17:RCT.YELLO-32 in the head dealing 22 damage (CritChance was 0.12).
[21:53:54	]C17:RCT.YELLO-32 has taken 22 damage from Hank J. Wimleton.
[21:53:54	]Hank J. Wimleton has hit C17:RCT.YELLO-32 in the right arm dealing 5 damage (CritChance was 0.36).
[21:53:54	]C17:RCT.YELLO-32 has taken 5 damage from Hank J. Wimleton.
[21:53:55	]C24:RL.XRAY-74 has critically hit Hank J. Wimleton in the right arm dealing 18 damage (CritChance was 0.43).
[21:53:55	]Hank J. Wimleton has taken 18 damage from C24:RL.XRAY-74.
[21:53:55	]C24:RL.XRAY-74 has hit Hank J. Wimleton in the right arm dealing 12 damage (CritChance was 0.43).
[21:53:55	]Hank J. Wimleton has taken 12 damage from C24:RL.XRAY-74.
[21:53:55	]C24:RL.XRAY-74 has hit Hank J. Wimleton in the right arm dealing 12 damage (CritChance was 0.43).
[21:53:55	]Hank J. Wimleton has taken 12 damage from C24:RL.XRAY-74.
[21:53:55	]Michael Daniels ran 'use' on item 'Bandage Roll' (#2688053)
[21:53:55	]Michael Daniels has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:53:55	]Michael Daniels was bandaged by Michael Daniels for 16 HP.
[21:53:55	]C24:RL.XRAY-74 has critically hit Hank J. Wimleton in the head dealing 50 damage (CritChance was 0.14).
[21:53:55	]Hank J. Wimleton was knocked unconscious and is bleeding out.
[21:53:56	][ME] Michael Daniels: yanks a ripcord and swaps his plate with a new one then wraps a wound with gauze
[21:53:57	][IC] Male_07: Ow, that hurt.
[21:53:58	][Y] Gerome Gentry: AAAAAAAAAAAAAAAAAAAAAAAAAH PAIN RP.
[21:53:59	]C24.RL.KRAHSLAYER-77 ran 'use' on item 'Bandage Roll' (#2526526)
[21:53:59	]C24.RL.KRAHSLAYER-77 has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:53:59	]C24.RL.KRAHSLAYER-77 was bandaged by C24.RL.KRAHSLAYER-77 for 18 HP.
[21:53:59	]Tamara Lahtizer has critically hit C17:RCT.YELLO-32 in the stomach dealing 18 damage (CritChance was 0.53).
[21:53:59	]C17:RCT.YELLO-32 has taken 18 damage from Tamara Lahtizer.
[21:53:59	]Tamara Lahtizer has critically hit C17:RCT.YELLO-32 in the stomach dealing 18 damage (CritChance was 0.53).
[21:53:59	]C17:RCT.YELLO-32 was knocked unconscious and is bleeding out.
[21:54:00	]Michael Daniels ran 'use' on item 'Bandage Roll' (#2688053)
[21:54:00	]Michael Daniels was bandaged by Michael Daniels for 16 HP.
[21:54:01	]C24:RL.XRAY-74 has hit Michael Daniels in the chest dealing 22 damage (CritChance was 0.43).
[21:54:01	]Michael Daniels has taken 22 damage from C24:RL.XRAY-74.
[21:54:01	]C24:RL.XRAY-74 has critically hit Michael Daniels in the stomach dealing 30 damage (CritChance was 0.58).
[21:54:01	]Michael Daniels was knocked unconscious and is bleeding out.
[21:54:03	]Anders Stauning has critically hit C24.RL.KRAHSLAYER-77 in the left leg dealing 18 damage (CritChance was 0.31).
[21:54:03	]C24.RL.KRAHSLAYER-77 has taken 18 damage from Anders Stauning.
[21:54:04	]C24.RL.KRAHSLAYER-77 has hit Anders Stauning in the left arm dealing 5 damage (CritChance was 0.13).
[21:54:04	]Anders Stauning has taken 5 damage from C24.RL.KRAHSLAYER-77.
[21:54:04	]C24.RL.KRAHSLAYER-77 has critically hit Anders Stauning in the left arm dealing 8 damage (CritChance was 0.13).
[21:54:04	]Anders Stauning has taken 8 damage from C24.RL.KRAHSLAYER-77.
[21:54:04	]C24.RL.KRAHSLAYER-77 has hit Anders Stauning in the left arm dealing 5 damage (CritChance was 0.13).
[21:54:04	]Anders Stauning has taken 5 damage from C24.RL.KRAHSLAYER-77.
[21:54:04	][IC] C17:RCT.YELLO-32: <:: T. ::>
[21:54:04	]Michael Daniels opened the 'Dumpster' #117157 container.
[21:54:04	]Michael Daniels closed the 'Dumpster' #117157 container.
[21:54:05	]Tamara Lahtizer has critically hit C24:RL.XRAY-74 in the chest dealing 21 damage (CritChance was 0.08).
[21:54:05	]C24:RL.XRAY-74 has taken 21 damage from Tamara Lahtizer.
[21:54:06	]Pavel Artyomov was just killed due to: accepting their death
[21:54:06	]Tamara Lahtizer has hit C24:RL.XRAY-74 in the left arm dealing 7 damage (CritChance was 0.08).
[21:54:06	]C24:RL.XRAY-74 has taken 7 damage from Tamara Lahtizer.
[21:54:06	]Tamara Lahtizer has hit C24:RL.XRAY-74 in the chest dealing 13 damage (CritChance was 0.08).
